Timestamp (UTC),Open,High,Low,Close,FCPO Oct17: Volume
2017-04-13,2460,2460,2460,2460,0
2017-04-17,2480,2480,2445,2450,0
2017-04-17,2445,2445,2431,2434,0
2017-04-18,2421,2436,2414,2428,0
2017-04-19,2450,2461,2450,2460,0
2017-04-20,2462,2478,2450,2475,0
2017-04-24,2440,2440,2408,2423,0
2017-04-25,2424,2445,2418,2445,0
2017-04-26,2456,2465,2418,2430,0
2017-04-27,2433,2442,2406,2427,0
2017-05-01,2454,2456,2441,2454,0
2017-05-02,2445,2452,2435,2441,0
2017-05-03,2441,2454,2431,2452,0
2017-05-04,2446,2480,2440,2480,0
2017-05-08,2507,2510,2485,2492,0
2017-05-08,2491,2521,2491,2513,0
2017-05-10,2505,2549,2496,2541,0
2017-05-11,2532,2536,2502,2511,0
2017-05-15,2529,2543,2522,2535,0
2017-05-15,2535,2539,2512,2535,0
2017-05-16,2535,2564,2525,2562,0
2017-05-17,2550,2554,2524,2537,0
2017-05-18,2542,2542,2505,2527,0
2017-05-22,2546,2550,2536,2537,0
2017-05-22,2531,2536,2499,2505,0
2017-05-23,2480,2505,2475,2505,0
2017-05-24,2476,2496,2469,2494,0
2017-05-25,2467,2471,2446,2447,0
2017-05-29,2441,2444,2416,2423,0
2017-05-29,2421,2435,2387,2415,0
2017-05-30,2402,2414,2376,2406,0
2017-05-31,2410,2431,2393,2425,0
2017-06-01,2428,2440,2409,2411,0
2017-06-05,2422,2433,2400,2403,0
2017-06-05,2405,2422,2385,2414,0
2017-06-06,2413,2416,2385,2389,0
2017-06-07,2387,2403,2376,2388,0
2017-06-08,2403,2415,2396,2414,0
2017-06-12,2419,2432,2385,2394,0
2017-06-13,2402,2414,2388,2411,0
2017-06-14,2400,2433,2400,2432,0
2017-06-15,2455,2471,2448,2465,0
2017-06-19,2479,2492,2468,2470,0
2017-06-19,2460,2472,2440,2458,0
2017-06-20,2430,2441,2422,2433,0
2017-06-21,2423,2438,2417,2438,0
2017-06-22,2430,2440,2422,2435,0
2017-06-27,2447,2456,2420,2435,0
2017-06-28,2450,2463,2443,2461,0
2017-06-29,2465,2481,2445,2448,0
2017-07-03,2485,2492,2477,2491,0
2017-07-03,2475,2498,2463,2497,0
2017-07-04,2500,2524,2492,2522,0
2017-07-05,2525,2540,2525,2535,0
2017-07-06,2527,2548,2516,2528,0
2017-07-10,2552,2571,2552,2568,0
2017-07-10,2577,2585,2563,2566,0
2017-07-11,2575,2584,2557,2565,0
2017-07-12,2555,2555,2540,2542,0
2017-07-13,2525,2555,2519,2551,0
2017-07-17,2560,2571,2536,2537,0
2017-07-17,2546,2553,2508,2513,0
2017-07-18,2505,2530,2494,2525,0
2017-07-19,2543,2578,2537,2576,0
2017-07-20,2585,2589,2562,2573,0
2017-07-24,2550,2556,2542,2553,0
2017-07-24,2570,2631,2565,2626,0
2017-07-25,2610,2637,2599,2629,0
2017-07-26,2637,2692,2636,2677,0
2017-07-27,2665,2666,2637,2655,0
2017-07-31,2689,2705,2673,2675,0
2017-07-31,2680,2690,2652,2654,0
2017-08-01,2630,2644,2617,2642,0
2017-08-02,2630,2640,2602,2604,0
2017-08-03,2604,2627,2598,2608,0
2017-08-07,2614,2620,2572,2574,0
2017-08-07,2589,2630,2585,2629,0
2017-08-08,2640,2654,2627,2630,0
2017-08-09,2641,2672,2634,2663,0
2017-08-10,2636,2685,2623,2682,0
2017-08-14,2666,2696,2661,2665,0
2017-08-14,2668,2671,2631,2633,0
2017-08-15,2610,2629,2593,2624,0
2017-08-16,2634,2653,2624,2647,0
2017-08-17,2651,2675,2632,2673,0
2017-08-21,2677,2711,2664,2703,0
2017-08-21,2712,2760,2712,2729,0
2017-08-22,2734,2740,2706,2727,0
2017-08-23,2722,2769,2721,2766,0
2017-08-24,2752,2753,2727,2739,0
2017-08-28,2751,2753,2720,2733,0
2017-08-28,2719,2726,2702,2705,0
2017-08-29,2716,2718,2693,2695,0
2017-09-04,2728,2756,2719,2756,0
2017-09-05,2746,2762,2733,2734,0
2017-09-06,2720,2784,2709,2775,0
2017-09-07,2758,2786,2744,2767,0
2017-09-11,2775,2819,2770,2805,0
2017-09-11,2805,2846,2797,2832,0
2017-09-12,2860,2894,2849,2894,0
2017-09-13,2908,2910,2887,2887,0
2017-09-14,2870,2904,2849,2881,0
2017-09-18,2885,2885,2831,2834,0
2017-09-18,2852,2852,2783,2785,0
2017-09-19,2784,2796,2777,2786,0
2017-09-20,2750,2792,2747,2748,0
2017-09-25,2718,2728,2708,2715,0
2017-09-25,2723,2756,2723,2755,0
2017-09-26,2730,2769,2730,2759,0
2017-09-27,2707,2733,2707,2726,0
2017-09-28,2726,2733,2707,2719,0
2017-10-02,2710,2725,2689,2689,0
2017-10-02,2690,2705,2690,2704,0
2017-10-03,2720,2730,2720,2727,0
2017-10-04,2737,2750,2729,2729,0
2017-10-05,2735,2741,2730,2741,0
2017-10-09,2750,2750,2724,2739,0
2017-10-09,2711,2711,2697,2710,0
2017-10-10,2670,2700,2670,2700,0
2017-10-11,2720,2730,2716,2716,0
2017-10-12,2716,2716,2716,2716,0
