Timestamp (UTC),Open,High,Low,Close,FCPO Aug21: Volume
2020-08-19,2579,2579,2579,2579,5
2020-08-27,2531,2531,2531,2531,69
2020-09-01,2637,2638,2635,2638,73
2020-09-02,2650,2650,2626,2626,202
2020-09-03,2663,2676,2663,2676,183
2020-09-04,2618,2623,2618,2623,50
2020-09-08,2651,2651,2646,2646,82
2020-09-10,2620,2620,2610,2610,16
2020-09-14,2671,2671,2671,2671,20
2020-09-15,2668,2689,2665,2687,93
2020-09-17,2765,2765,2732,2740,111
2020-09-18,2777,2805,2777,2804,348
2020-09-21,2811,2819,2750,2750,192
2020-09-22,2717,2734,2705,2730,244
2020-09-23,2700,2700,2665,2671,446
2020-09-24,2628,2630,2628,2630,157
2020-09-25,2619,2639,2619,2635,363
2020-09-28,2616,2639,2602,2639,445
2020-09-29,2607,2608,2583,2583,823
2020-09-30,2590,2596,2542,2548,696
2020-10-01,2613,2627,2603,2603,351
2020-10-02,2546,2556,2524,2535,496
2020-10-05,2570,2571,2544,2558,64
2020-10-06,2614,2632,2604,2621,655
2020-10-07,2690,2691,2655,2659,245
2020-10-08,2660,2668,2636,2668,272
2020-10-09,2683,2693,2644,2660,1490
2020-10-12,2735,2740,2702,2703,330
2020-10-13,2687,2696,2665,2692,1468
2020-10-14,2671,2683,2666,2666,260
2020-10-15,2655,2662,2590,2595,1838
2020-10-16,2612,2616,2583,2587,806
2020-10-19,2543,2549,2510,2517,952
2020-10-20,2518,2567,2518,2567,480
2020-10-21,2617,2627,2597,2599,316
2020-10-22,2570,2594,2555,2594,1302
2020-10-23,2602,2603,2557,2579,1390
2020-10-26,2625,2661,2620,2661,617
2020-10-27,2634,2647,2622,2647,882
2020-10-28,2624,2689,2620,2658,756
2020-10-30,2687,2687,2606,2606,1901
2020-11-02,2594,2602,2570,2598,661
2020-11-03,2636,2668,2630,2656,333
2020-11-04,2669,2687,2669,2672,194
2020-11-05,2699,2753,2691,2742,1327
2020-11-06,2788,2788,2731,2731,703
2020-11-09,2764,2765,2711,2745,504
2020-11-10,2735,2761,2711,2758,1791
2020-11-11,2802,2817,2779,2817,1161
2020-11-12,2807,2837,2805,2828,886
2020-11-13,2806,2833,2785,2805,881
2020-11-16,2800,2833,2800,2811,671
2020-11-17,2850,2880,2835,2844,1631
2020-11-18,2871,2947,2855,2942,2592
2020-11-19,2968,2977,2920,2936,1189
2020-11-20,2960,2965,2893,2914,1154
2020-11-23,2884,2950,2862,2950,1704
2020-11-24,2894,2921,2840,2840,1649
2020-11-25,2920,2926,2895,2920,1067
2020-11-26,2907,2924,2861,2906,1947
2020-11-27,2932,2951,2870,2950,3831
2020-11-30,2926,2945,2876,2944,541
2020-12-01,2919,2962,2913,2951,1552
2020-12-02,2908,2939,2900,2912,773
2020-12-03,2910,2937,2870,2891,2099
2020-12-04,2896,2945,2890,2945,1011
2020-12-07,2932,2955,2920,2925,797
2020-12-08,2928,2934,2890,2901,771
2020-12-09,2890,2905,2882,2901,194
2020-12-10,2890,2922,2883,2911,488
2020-12-11,2935,2951,2891,2891,494
2020-12-14,2943,2958,2933,2945,890
2020-12-15,2951,2955,2926,2935,764
2020-12-16,2958,2982,2955,2971,2004
2020-12-17,2990,3019,2950,2977,1814
2020-12-18,3003,3023,3001,3023,869
2020-12-21,3014,3023,2990,2991,591
2020-12-22,3023,3039,2968,2995,2586
2020-12-23,2983,3067,2980,3064,1431
2020-12-24,3064,3110,3063,3063,902
2020-12-28,3082,3082,3024,3033,958
2020-12-29,3037,3052,3011,3043,682
2020-12-30,3064,3080,3057,3073,1539
2020-12-31,3099,3099,3057,3075,875
2021-01-04,3134,3179,3134,3169,2392
2021-01-05,3137,3190,3130,3188,2009
2021-01-06,3209,3303,3209,3284,3873
2021-01-07,3279,3319,3256,3278,2583
2021-01-08,3314,3319,3275,3278,1345
2021-01-11,3289,3307,3240,3271,1255
