Timestamp (UTC),Open,High,Low,Close,"FCPO Jun27: MA ‌ma‌ (50,C,ma,0)"
2026-06-16,4614,4614,4614,4614,
2026-06-18,4608,4650,4608,4638,
2026-06-19,4621,4680,4611,4648,
2026-06-22,4691,4710,4690,4710,
2026-06-23,4700,4740,4665,4679,
2026-06-24,4653,4689,4648,4654,
2026-06-25,4634,4637,4557,4582,
2026-06-26,4630,4630,4576,4592,
