Timestamp (UTC),Open,High,Low,Close,FCPO Jul22: Volume
2021-01-19,2850,2855,2850,2854,51
2021-01-21,2870,2870,2850,2850,11
2021-01-27,2852,2860,2852,2860,115
2021-01-29,2870,2901,2870,2901,121
2021-02-02,2920,2920,2920,2920,5
2021-02-04,2840,2840,2835,2835,10
2021-02-09,2870,2875,2870,2875,55
2021-02-10,2900,2929,2891,2915,132
2021-02-11,2900,2900,2900,2900,6
2021-02-15,2900,2950,2900,2950,69
2021-02-16,2950,3000,2908,2908,15
2021-02-17,2996,3000,2967,2967,8
2021-02-19,2950,3012,2950,2980,44
2021-02-22,3027,3028,3001,3001,12
2021-02-23,3006,3069,3006,3067,204
2021-02-24,3086,3100,3050,3067,93
2021-02-25,3095,3137,3085,3131,332
2021-02-26,3125,3133,3125,3130,5
2021-03-01,3121,3124,3085,3088,82
2021-03-03,3100,3100,3090,3095,34
2021-03-04,3129,3129,3095,3095,97
2021-03-05,3098,3100,3098,3100,43
2021-03-08,3212,3212,3100,3180,143
2021-03-09,3164,3198,3125,3198,72
2021-03-10,3177,3177,3177,3177,70
2021-03-11,3185,3210,3180,3202,133
2021-03-12,3152,3196,3140,3196,14
2021-03-15,3208,3220,3170,3180,94
2021-03-16,3180,3180,3085,3085,48
2021-03-17,3119,3119,3119,3119,1
2021-03-18,3083,3083,3000,3000,129
2021-03-19,3000,3020,2940,2980,134
2021-03-22,2981,3124,2981,3112,220
2021-03-23,3200,3206,3150,3165,207
2021-03-24,3167,3205,3162,3200,171
2021-03-25,3185,3185,3156,3170,40
2021-03-26,3100,3130,3037,3112,39
2021-03-30,3039,3039,3039,3039,12
2021-03-31,3069,3116,3064,3116,38
2021-04-01,3153,3184,3150,3170,34
2021-04-02,3160,3181,3160,3181,13
2021-04-05,3217,3217,3158,3158,19
2021-04-06,3178,3187,3178,3187,18
2021-04-07,3166,3217,3166,3200,31
2021-04-08,3224,3224,3180,3180,34
2021-04-09,3180,3193,3155,3161,40
2021-04-12,3090,3092,3070,3070,9
2021-04-14,3111,3180,3109,3180,41
2021-04-15,3211,3211,3203,3203,10
2021-04-16,3275,3275,3234,3270,60
2021-04-19,3300,3300,3300,3300,1
2021-04-20,3319,3319,3313,3316,151
2021-04-21,3345,3405,3340,3405,113
2021-04-22,3440,3440,3398,3404,20
2021-04-23,3435,3470,3384,3384,87
2021-04-26,3428,3428,3370,3390,23
2021-04-27,3410,3430,3410,3430,11
2021-04-28,3360,3367,3351,3354,118
2021-05-03,3404,3404,3396,3396,30
2021-05-04,3326,3380,3321,3346,27
2021-05-05,3355,3363,3349,3363,46
2021-05-06,3450,3495,3450,3490,123
2021-05-07,3570,3570,3541,3555,84
2021-05-10,3497,3510,3465,3505,55
2021-05-11,3459,3544,3459,3490,43
2021-05-12,3587,3587,3570,3579,71
2021-05-17,3510,3515,3510,3515,12
2021-05-18,3530,3555,3525,3555,110
2021-05-19,3464,3467,3443,3455,159
2021-05-20,3416,3450,3406,3408,58
2021-05-21,3363,3372,3352,3352,38
2021-05-24,3350,3385,3330,3385,171
2021-05-25,3420,3420,3400,3410,228
2021-05-27,3300,3320,3290,3300,223
2021-05-28,3386,3414,3374,3414,79
2021-05-31,3400,3420,3390,3405,259
2021-06-01,3410,3441,3400,3430,113
2021-06-02,3483,3602,3483,3602,268
2021-06-03,3720,3720,3616,3625,145
2021-06-04,3625,3625,3577,3585,192
2021-06-08,3556,3570,3500,3570,147
2021-06-09,3538,3541,3512,3520,133
2021-06-10,3500,3500,3480,3490,39
2021-06-11,3484,3486,3372,3380,106
2021-06-14,3295,3300,3200,3300,367
2021-06-15,3341,3415,3325,3400,171
2021-06-16,3342,3361,3300,3320,293
2021-06-17,3333,3335,3260,3276,108
2021-06-18,3246,3309,3174,3300,436
2021-06-21,3307,3310,3268,3268,40
2021-06-22,3310,3390,3308,3376,208
2021-06-23,3412,3531,3412,3439,869
2021-06-24,3402,3405,3373,3378,66
2021-06-25,3396,3425,3381,3418,164
2021-06-28,3395,3412,3395,3410,23
2021-06-29,3424,3439,3424,3437,36
2021-06-30,3460,3462,3443,3443,84
2021-07-01,3514,3529,3470,3470,179
2021-07-02,3505,3525,3500,3521,352
2021-07-05,3510,3565,3510,3540,167
2021-07-06,3535,3555,3500,3502,195
2021-07-07,3465,3511,3463,3490,106
2021-07-08,3473,3473,3413,3414,116
2021-07-09,3470,3495,3431,3431,115
2021-07-12,3496,3496,3443,3443,184
2021-07-13,3478,3496,3458,3472,202
2021-07-14,3486,3531,3459,3521,181
2021-07-15,3540,3600,3540,3600,227
2021-07-16,3608,3615,3561,3600,164
2021-07-19,3630,3630,3595,3606,294
2021-07-21,3620,3620,3574,3574,138
2021-07-22,3557,3574,3550,3574,137
2021-07-23,3565,3604,3543,3599,306
2021-07-26,3567,3614,3567,3614,439
2021-07-27,3650,3675,3629,3637,293
2021-07-28,3640,3640,3604,3607,82
2021-07-29,3604,3695,3604,3695,388
2021-07-30,3657,3691,3645,3645,369
2021-08-02,3505,3511,3484,3510,161
2021-08-03,3522,3544,3520,3534,147
2021-08-04,3639,3639,3583,3583,158
2021-08-05,3587,3614,3520,3542,178
2021-08-06,3538,3564,3538,3564,28
2021-08-09,3608,3658,3600,3601,199
2021-08-11,3670,3759,3665,3745,344
2021-08-12,3745,3780,3734,3739,89
2021-08-13,3710,3750,3710,3750,68
2021-08-16,3819,3855,3815,3830,737
2021-08-17,3875,3895,3869,3872,201
2021-08-18,3800,3825,3770,3780,311
2021-08-19,3797,3805,3774,3780,514
2021-08-20,3781,3792,3759,3786,110
2021-08-23,3778,3841,3778,3840,352
2021-08-24,3780,3810,3775,3810,309
2021-08-25,3821,3825,3765,3765,400
2021-08-26,3807,3807,3764,3764,264
2021-08-27,3725,3725,3704,3706,244
2021-08-30,3691,3701,3640,3640,62
2021-09-01,3571,3617,3571,3574,700
2021-09-02,3574,3594,3574,3594,51
2021-09-03,3700,3740,3666,3666,886
2021-09-06,3710,3728,3699,3727,534
2021-09-07,3710,3746,3710,3746,229
2021-09-08,3729,3778,3729,3777,446
2021-09-09,3710,3730,3700,3713,84
2021-09-10,3740,3740,3621,3626,204
2021-09-13,3691,3703,3670,3670,245
2021-09-14,3678,3691,3652,3652,367
2021-09-15,3720,3730,3693,3693,163
2021-09-17,3688,3690,3602,3617,634
2021-09-20,3611,3628,3565,3587,668
2021-09-21,3560,3572,3491,3523,2203
2021-09-22,3569,3630,3569,3625,1135
2021-09-23,3625,3697,3625,3681,938
2021-09-24,3667,3682,3667,3678,218
2021-09-27,3713,3719,3631,3634,343
2021-09-28,3646,3681,3646,3681,401
2021-09-29,3682,3704,3682,3687,230
