Timestamp (UTC),Open,High,Low,Close,FCPO Dec22: Volume
2021-12-16,3894,3940,3893,3940,147
2021-12-17,4021,4021,3933,3933,27
2021-12-20,3857,3890,3853,3865,64
2021-12-21,3906,3913,3902,3913,15
2021-12-22,3920,3935,3905,3905,150
2021-12-23,3900,3901,3885,3885,43
2021-12-24,3930,3950,3930,3940,150
2021-12-27,3973,4002,3973,4002,9
2021-12-28,3941,4050,3941,4050,141
2021-12-29,3985,3985,3937,3937,74
2021-12-30,3953,3955,3898,3898,189
2021-12-31,3950,3950,3911,3911,110
2022-01-03,3975,4120,3975,4080,315
2022-01-04,4041,4078,4028,4069,152
2022-01-05,4085,4150,4060,4150,104
2022-01-06,4050,4100,4050,4100,10
2022-01-07,4100,4116,4100,4106,18
2022-01-10,4224,4224,4163,4168,122
2022-01-11,4125,4200,4125,4200,135
2022-01-12,4159,4160,4138,4139,144
2022-01-13,4164,4179,4164,4178,138
2022-01-14,4153,4215,4112,4192,146
2022-01-17,4174,4234,4174,4233,120
2022-01-19,4310,4337,4305,4325,397
2022-01-20,4341,4380,4334,4340,371
2022-01-21,4352,4470,4346,4470,415
2022-01-24,4470,4482,4355,4403,799
2022-01-25,4400,4402,4370,4400,409
2022-01-26,4400,4463,4400,4444,189
2022-01-27,4464,4532,4464,4515,255
2022-01-28,4537,4658,4520,4644,447
2022-01-31,4742,4742,4660,4660,76
2022-02-03,4609,4639,4605,4622,295
2022-02-04,4640,4640,4640,4640,129
2022-02-07,4808,4808,4580,4635,364
2022-02-08,4685,4686,4590,4662,411
2022-02-09,4590,4707,4541,4707,803
2022-02-10,4639,4696,4639,4696,184
2022-02-11,4643,4700,4615,4683,633
2022-02-14,4722,4723,4683,4695,452
2022-02-15,4680,4756,4635,4652,434
2022-02-16,4709,4720,4615,4660,208
2022-02-17,4692,4770,4660,4721,434
2022-02-18,4758,4780,4705,4762,538
2022-02-21,4866,4870,4830,4845,471
2022-02-22,4833,4953,4830,4941,627
2022-02-23,4921,5090,4911,5029,535
