Timestamp (UTC),Open,High,Low,Close,FCPO Mar22: Volume
2020-09-01,2600,2600,2600,2600,4
2020-09-02,2620,2620,2620,2620,1
2020-10-14,2642,2642,2642,2642,30
2020-10-22,2542,2542,2542,2542,10
2020-11-06,2775,2775,2775,2775,1
2020-11-12,2795,2812,2795,2803,20
2020-11-17,2808,2814,2808,2810,70
2020-11-19,2887,2889,2883,2889,55
2020-12-03,2770,2770,2770,2770,1
2020-12-04,2750,2750,2750,2750,68
2020-12-07,2760,2775,2740,2750,94
2020-12-08,2749,2760,2749,2760,3
2020-12-10,2740,2740,2740,2740,17
2020-12-11,2745,2750,2745,2745,103
2020-12-17,2750,2750,2750,2750,2
2020-12-18,2750,2750,2745,2745,8
2020-12-21,2753,2753,2753,2753,5
2020-12-23,2760,2800,2760,2800,29
2020-12-24,2780,2780,2780,2780,1
2020-12-28,2766,2766,2766,2766,1
2020-12-30,2755,2757,2755,2757,27
2021-01-04,2807,2865,2807,2850,159
2021-01-05,2832,2838,2825,2825,97
2021-01-06,2908,2928,2903,2922,83
2021-01-07,2920,2937,2903,2920,112
2021-01-08,2939,2939,2910,2912,33
2021-01-11,2900,2902,2880,2880,18
2021-01-12,2908,2908,2875,2875,19
2021-01-13,2908,2908,2908,2908,1
2021-01-14,2855,2906,2855,2895,128
2021-01-15,2908,2908,2839,2839,137
2021-01-18,2871,2901,2860,2900,53
2021-01-19,2931,2938,2913,2924,122
2021-01-20,2947,2947,2915,2915,6
2021-01-21,2932,2943,2932,2935,117
2021-01-22,2911,2937,2909,2936,143
2021-01-25,2857,2890,2850,2868,211
2021-01-26,2887,2893,2879,2890,191
2021-01-27,2909,2980,2906,2980,266
2021-01-29,2978,3020,2978,3020,506
2021-02-02,3010,3011,3010,3011,38
2021-02-03,2920,2920,2870,2870,123
2021-02-04,2887,2933,2887,2925,438
2021-02-05,2921,2947,2916,2947,179
2021-02-08,2930,2938,2920,2938,83
2021-02-09,2976,3000,2976,2990,184
2021-02-10,2995,3015,2987,3006,417
2021-02-15,3021,3030,3000,3025,246
2021-02-16,3029,3105,2989,2989,156
2021-02-17,3053,3064,3030,3055,384
2021-02-18,3017,3035,2982,2983,224
2021-02-19,3041,3053,3022,3030,227
2021-02-22,3087,3091,3045,3053,144
2021-02-23,3087,3143,3085,3139,423
2021-02-24,3155,3175,3132,3132,427
2021-02-25,3200,3235,3171,3235,712
2021-02-26,3167,3207,3167,3207,77
2021-03-01,3225,3231,3137,3150,444
