Timestamp (UTC),Open,High,Low,Close,FCPO Oct22: Volume
2021-10-18,3902,3942,3900,3941,189
2021-10-20,3950,4012,3947,4012,202
2021-10-21,4115,4115,3935,3937,104
2021-10-22,3880,3880,3880,3880,34
2021-10-26,4021,4030,3985,4030,41
2021-10-28,3908,3963,3908,3942,74
2021-10-29,3999,3999,3999,3999,35
2021-11-01,4004,4007,3927,3967,26
2021-11-02,3892,3931,3892,3931,49
2021-11-03,3968,3972,3967,3972,180
2021-11-05,3842,3858,3842,3850,186
2021-11-08,3777,3873,3766,3873,211
2021-11-09,3788,3825,3738,3820,318
2021-11-10,3869,3923,3856,3910,675
2021-11-11,3930,3962,3890,3962,615
2021-11-12,3977,3988,3939,3963,135
2021-11-15,3926,3999,3925,3974,268
2021-11-16,3977,4018,3964,3989,374
2021-11-17,4008,4050,4008,4050,254
2021-11-18,4039,4052,4036,4052,470
2021-11-19,4050,4051,4034,4036,319
2021-11-22,4016,4017,3988,4017,275
2021-11-23,3950,3950,3914,3945,81
2021-11-24,3981,4050,3977,4019,254
2021-11-25,4065,4099,4065,4069,139
2021-11-26,4073,4075,3993,3993,32
2021-11-29,4032,4032,3948,3948,766
2021-11-30,3922,3922,3738,3783,884
2021-12-01,3814,3841,3771,3805,365
2021-12-02,3755,3780,3735,3780,418
2021-12-06,3932,3969,3932,3951,499
2021-12-07,4026,4074,4000,4074,186
2021-12-08,4100,4100,3968,4024,675
2021-12-09,4047,4055,3976,3976,349
2021-12-10,3955,4032,3933,3968,487
2021-12-13,3963,4009,3921,3968,574
2021-12-14,3996,4018,3895,3922,596
2021-12-15,3872,3911,3800,3819,585
2021-12-16,3850,3964,3850,3948,787
2021-12-17,3948,4057,3948,3957,275
2021-12-20,3918,3918,3871,3871,295
2021-12-21,3927,3930,3913,3926,175
2021-12-22,3939,3976,3938,3940,447
2021-12-23,3998,4001,3894,3901,459
2021-12-24,3930,4010,3923,4010,827
2021-12-27,4031,4032,4031,4032,103
2021-12-28,4032,4124,4030,4124,258
2021-12-29,4040,4040,3990,3992,562
2021-12-30,4023,4023,3962,3962,309
2021-12-31,4002,4037,3986,3991,175
2022-01-03,4056,4210,4056,4162,342
2022-01-04,4140,4146,4089,4128,622
2022-01-05,4160,4230,4136,4215,383
2022-01-06,4195,4200,4145,4168,192
2022-01-07,4204,4204,4170,4183,133
2022-01-10,4206,4298,4202,4209,368
2022-01-11,4210,4268,4187,4268,261
2022-01-12,4261,4261,4203,4205,831
