Timestamp (UTC),Open,High,Low,Close,FCPO Jul26: Volume
2024-11-18,4229,4229,4229,4229,2
2025-01-13,4159,4159,4159,4159,2
2025-01-17,4044,4044,4044,4044,10
2025-02-04,4071,4072,4050,4050,6
2025-02-05,4070,4070,4070,4070,9
2025-02-07,4162,4162,4162,4162,3
2025-02-10,4150,4159,4145,4150,35
2025-02-12,4228,4237,4210,4210,57
2025-02-13,4220,4223,4180,4180,58
2025-02-14,4220,4220,4220,4220,8
2025-02-17,4179,4180,4179,4180,13
2025-02-21,4325,4341,4324,4324,47
2025-03-04,4167,4171,4167,4167,10
2025-03-05,4140,4175,4140,4170,161
2025-03-06,4150,4166,4140,4155,57
2025-03-07,4175,4250,4169,4240,65
2025-03-10,4223,4225,4180,4180,131
2025-03-11,4177,4178,4146,4160,94
2025-03-12,4171,4190,4171,4175,48
2025-03-14,4211,4250,4210,4250,26
2025-03-17,4145,4159,4145,4156,15
2025-03-19,4165,4167,4164,4167,11
2025-03-20,4210,4210,4183,4184,69
2025-03-24,4090,4096,4090,4096,14
2025-03-25,4089,4106,4089,4099,141
2025-03-26,4061,4085,4050,4070,252
2025-03-27,4116,4131,4085,4131,177
2025-03-28,4165,4186,4165,4178,412
2025-04-02,4232,4241,4209,4225,160
2025-04-03,4193,4202,4190,4190,48
2025-04-04,4168,4168,4108,4122,229
2025-04-07,4069,4074,4015,4020,131
2025-04-08,4051,4072,4050,4060,679
2025-04-09,4064,4064,4018,4040,690
2025-04-11,4059,4059,4059,4059,148
2025-04-14,4057,4057,4019,4039,131
2025-04-15,3993,4012,3993,4000,75
2025-04-16,4000,4000,4000,4000,113
2025-04-17,4024,4024,4024,4024,5
2025-04-18,4000,4002,4000,4002,52
2025-04-21,3948,3951,3940,3940,128
2025-04-22,3910,3940,3890,3940,181
2025-04-23,3960,4004,3960,3990,284
2025-04-24,3983,4007,3983,4000,602
2025-04-25,4012,4070,3996,4057,377
2025-04-28,3953,3957,3941,3945,179
2025-04-29,3957,3959,3920,3935,224
2025-04-30,3934,3934,3915,3915,51
2025-05-02,3935,3935,3876,3897,147
2025-05-05,3815,3826,3814,3826,65
2025-05-06,3814,3836,3787,3787,117
2025-05-07,3810,3826,3780,3797,521
2025-05-08,3806,3856,3805,3856,103
2025-05-09,3875,3903,3866,3874,154
2025-05-13,3956,3960,3901,3910,234
2025-05-15,3949,3949,3881,3892,876
2025-05-16,3886,3886,3835,3845,341
2025-05-19,3872,3872,3860,3860,104
2025-05-21,3920,3920,3900,3908,638
2025-05-22,3855,3858,3851,3851,75
2025-05-27,3869,3869,3869,3869,68
2025-05-28,3875,3899,3875,3899,67
2025-05-29,3919,3936,3919,3919,290
2025-05-30,3901,3902,3901,3902,170
2025-06-03,3867,3930,3867,3899,275
2025-06-04,3901,3901,3901,3901,90
2025-06-05,3881,3913,3876,3885,329
2025-06-06,3891,3912,3883,3898,349
2025-06-09,3918,3918,3905,3906,193
2025-06-10,3860,3864,3857,3861,403
2025-06-11,3844,3851,3844,3851,232
2025-06-12,3851,3852,3841,3841,21
2025-06-13,3891,3919,3868,3900,802
2025-06-16,3950,4045,3950,4043,965
2025-06-17,4034,4051,4024,4044,934
2025-06-18,4050,4074,4043,4074,531
2025-06-19,4080,4095,4080,4091,95
2025-06-20,4086,4113,4085,4113,441
2025-06-23,4101,4113,4095,4108,292
2025-06-24,4035,4035,4003,4003,177
2025-06-25,3981,3995,3974,3992,247
2025-06-26,3995,4011,3985,4011,365
2025-06-30,3954,3957,3954,3957,97
2025-07-01,3979,3983,3949,3978,1641
2025-07-02,3992,4055,3990,4040,910
2025-07-03,4034,4049,4015,4032,412
2025-07-04,4037,4040,4021,4038,1227
2025-07-07,4019,4019,4019,4019,3
2025-07-08,4022,4089,4022,4059,904
2025-07-09,4064,4073,4046,4046,633
2025-07-10,4047,4086,4046,4075,1043
2025-07-11,4038,4102,4006,4043,770
2025-07-14,4059,4103,4059,4090,408
2025-07-15,4091,4091,4006,4006,1130
2025-07-16,4023,4086,4021,4086,916
2025-07-17,4075,4113,4052,4057,818
2025-07-18,4060,4178,4057,4091,1565
2025-07-21,4083,4111,4079,4082,715
2025-07-22,4089,4132,4089,4127,363
2025-07-23,4118,4187,4115,4182,838
2025-07-24,4175,4223,4160,4190,1116
2025-07-25,4176,4195,4146,4171,539
2025-07-28,4156,4160,4141,4151,757
2025-07-29,4169,4198,4153,4198,343
2025-07-30,4200,4212,4190,4205,571
2025-07-31,4190,4204,4172,4175,366
2025-08-01,4187,4208,4154,4196,1726
2025-08-04,4146,4159,4133,4149,559
2025-08-05,4179,4224,4168,4216,1679
2025-08-06,4203,4206,4182,4204,485
2025-08-07,4183,4184,4176,4176,289
2025-08-08,4204,4216,4145,4175,1184
2025-08-11,4169,4274,4169,4274,1139
2025-08-12,4276,4319,4264,4300,918
2025-08-13,4311,4342,4289,4289,1292
2025-08-14,4299,4299,4251,4275,415
2025-08-15,4275,4320,4264,4320,1348
2025-08-18,4355,4369,4322,4345,990
2025-08-19,4395,4395,4293,4298,1156
2025-08-20,4306,4324,4275,4310,432
2025-08-21,4326,4334,4280,4280,456
2025-08-22,4316,4355,4298,4351,825
2025-08-25,4390,4390,4310,4316,132
2025-08-26,4337,4337,4293,4298,639
2025-08-27,4318,4349,4291,4333,841
2025-08-28,4311,4321,4280,4297,749
2025-08-29,4279,4281,4237,4238,1078
2025-09-02,4283,4311,4279,4306,731
2025-09-03,4280,4325,4260,4278,925
2025-09-04,4260,4315,4250,4281,1662
2025-09-08,4300,4332,4277,4332,609
2025-09-09,4331,4345,4311,4321,897
2025-09-10,4305,4305,4230,4260,1223
2025-09-11,4251,4302,4239,4280,903
2025-09-12,4280,4287,4248,4260,948
