Timestamp (UTC),Open,High,Low,Close,FCPO Oct23: Volume
2022-10-17,3824,3824,3824,3824,5
2022-10-18,3840,3985,3840,3921,139
2022-10-19,4011,4011,3990,3998,131
2022-10-20,3959,4021,3910,3943,269
2022-10-21,3963,3963,3932,3932,70
2022-10-25,3965,4044,3952,3952,55
2022-10-26,3955,4021,3883,3925,179
2022-10-27,3989,4010,3950,3950,248
2022-10-28,3879,3881,3830,3871,494
2022-10-31,3995,3995,3870,3870,57
2022-11-01,4000,4036,3961,4008,277
2022-11-02,4140,4165,4136,4164,500
2022-11-03,4162,4206,4130,4150,198
2022-11-04,4181,4232,4126,4154,158
2022-11-07,4217,4255,4217,4250,275
2022-11-08,4228,4247,4228,4247,38
2022-11-09,4215,4215,4044,4057,311
2022-11-10,4033,4033,3928,3930,112
2022-11-11,4055,4140,4031,4140,290
2022-11-14,4058,4062,4005,4006,174
2022-11-15,4000,4000,3858,3858,88
2022-11-16,3860,3869,3821,3828,176
2022-11-17,3793,3793,3650,3660,457
2022-11-21,3640,3709,3633,3685,169
2022-11-22,3792,3793,3777,3777,98
2022-11-23,3881,3921,3845,3921,382
2022-11-24,3873,3880,3818,3818,131
2022-11-25,3830,3915,3830,3915,170
2022-11-29,3950,4015,3950,4015,113
2022-11-30,4013,4037,3994,4010,132
2022-12-01,3950,3951,3840,3840,255
2022-12-02,3789,3796,3706,3740,324
2022-12-05,3838,3843,3777,3784,74
2022-12-06,3769,3940,3723,3939,148
2022-12-07,3850,3853,3820,3820,71
2022-12-08,3851,3851,3795,3807,629
2022-12-09,3890,3913,3878,3897,224
2022-12-12,3730,3788,3702,3702,250
2022-12-13,3800,3839,3782,3817,365
2022-12-14,3827,3849,3816,3846,274
2022-12-15,3801,3814,3758,3770,859
2022-12-16,3773,3781,3773,3781,95
2022-12-19,3799,3819,3799,3819,61
2022-12-20,3800,3800,3760,3762,303
2022-12-21,3816,3868,3816,3866,916
2022-12-22,3890,3890,3790,3805,274
2022-12-23,3780,3780,3738,3738,467
2022-12-27,3860,3980,3860,3950,77
2022-12-28,3990,3990,3930,3955,309
2022-12-29,3920,3920,3920,3920,145
2022-12-30,3980,4080,3980,4025,735
2023-01-03,4029,4073,4029,4062,722
2023-01-04,4065,4065,3974,3996,270
2023-01-05,3969,3969,3915,3966,400
2023-01-06,3963,4000,3929,3949,90
2023-01-09,3933,4052,3918,4049,369
2023-01-10,3997,4002,3879,3940,1321
2023-01-11,3907,3907,3867,3887,287
2023-01-12,3908,3912,3861,3891,422
2023-01-13,3887,3895,3821,3821,612
2023-01-16,3880,3880,3862,3865,32
2023-01-17,3842,3842,3776,3776,419
2023-01-18,3804,3864,3804,3837,271
2023-01-19,3849,3869,3827,3829,445
2023-01-20,3872,3874,3823,3823,540
2023-01-25,3815,3815,3679,3723,889
2023-01-26,3690,3739,3672,3739,671
2023-01-27,3737,3818,3736,3809,713
2023-01-30,3856,3881,3851,3868,336
2023-01-31,3830,3836,3756,3761,1369
2023-02-02,3709,3768,3699,3717,2044
2023-02-03,3731,3827,3703,3824,1146
2023-02-07,3851,3882,3838,3838,1798
2023-02-08,3904,3929,3822,3896,1415
2023-02-09,3889,3906,3861,3895,812
2023-02-10,3895,3896,3789,3841,836
