Timestamp (UTC),Open,High,Low,Close,FCPO Sep23: Volume
2021-11-30,3468,3468,3468,3468,2
2022-01-28,4300,4305,4300,4305,69
2022-01-31,4353,4355,4353,4355,3
2022-02-03,4337,4349,4337,4349,12
2022-02-08,4320,4330,4315,4330,12
2022-02-09,4300,4310,4280,4310,92
2022-02-11,4311,4311,4310,4310,6
2022-02-14,4350,4355,4320,4340,129
2022-02-15,4345,4345,4340,4340,128
2022-02-17,4399,4399,4354,4354,35
2022-02-18,4400,4400,4389,4389,218
2022-02-21,4440,4475,4440,4474,166
2022-02-22,4500,4525,4500,4518,30
2022-02-23,4660,4660,4645,4650,223
2022-02-24,4835,4870,4835,4870,52
2022-02-25,4710,4710,4650,4680,78
2022-02-28,4800,4809,4740,4780,544
2022-03-01,4810,4810,4730,4783,116
2022-03-02,4800,4840,4790,4830,64
2022-03-03,5040,5099,5017,5085,176
2022-03-04,5060,5060,4998,4998,27
2022-03-07,5074,5074,5074,5074,9
2022-03-08,5050,5060,5050,5060,8
2022-03-09,5080,5088,5080,5088,57
2022-03-14,4900,4900,4900,4900,9
2022-03-17,4983,5100,4983,5100,16
2022-03-21,5085,5085,5085,5085,2
2022-03-25,5130,5130,5130,5130,18
2022-04-05,5095,5106,5095,5106,7
2022-04-06,5199,5199,5154,5154,32
2022-04-12,5298,5352,5289,5352,31
2022-04-13,5290,5319,5290,5319,43
2022-04-20,5563,5563,5563,5563,47
2022-04-25,5400,5400,5400,5400,1
2022-04-27,5598,5763,5588,5763,108
2022-04-28,5804,5804,5749,5797,61
2022-04-29,5738,5835,5738,5835,66
2022-05-06,5733,5761,5733,5761,16
2022-05-11,5665,5760,5646,5760,133
2022-05-12,5665,5728,5650,5728,16
2022-05-17,5698,5721,5698,5721,30
2022-05-18,5738,5780,5738,5780,17
2022-05-19,5687,5687,5669,5676,34
2022-05-20,5769,5801,5727,5750,61
2022-05-23,5805,5805,5805,5805,4
2022-05-24,5855,5856,5855,5856,13
2022-05-25,5890,5890,5890,5890,16
2022-05-26,5776,5870,5776,5870,37
2022-05-27,5990,5990,5880,5880,11
2022-05-30,5835,5835,5782,5782,47
2022-05-31,5782,5819,5737,5785,51
2022-06-01,5760,5795,5750,5795,50
2022-06-02,5800,5820,5787,5787,60
2022-06-03,5800,5815,5743,5807,173
2022-06-07,5826,5878,5826,5850,64
2022-06-08,5878,5878,5823,5875,203
2022-06-09,5816,5816,5709,5762,134
2022-06-10,5727,5760,5591,5591,63
2022-06-13,5430,5465,5430,5430,50
2022-06-14,5498,5503,5498,5503,49
2022-06-15,5388,5394,5373,5380,114
2022-06-16,5380,5380,5282,5310,419
2022-06-17,5329,5390,5313,5390,168
2022-06-20,5274,5274,5025,5025,47
2022-06-22,4875,4875,4600,4600,198
2022-06-23,4586,4714,4517,4705,181
2022-06-24,4750,4750,4530,4560,148
2022-06-27,4680,4816,4680,4816,136
2022-06-28,4821,4867,4821,4867,65
2022-06-29,4863,4863,4818,4821,35
2022-06-30,4820,4860,4820,4842,95
2022-07-01,4801,4801,4616,4690,269
2022-07-04,4566,4621,4538,4538,143
2022-07-05,4415,4415,4311,4314,12
2022-07-06,3961,4148,3961,4148,78
2022-07-07,4145,4260,4115,4240,114
2022-07-08,4340,4476,4259,4442,109
2022-07-12,4359,4359,4350,4350,37
2022-07-13,4250,4250,4199,4200,29
2022-07-14,4151,4151,3861,3925,136
2022-07-15,3880,3900,3858,3860,115
2022-07-18,4010,4178,4010,4160,207
2022-07-20,4133,4148,4133,4148,7
2022-07-21,4140,4140,3957,3957,248
2022-07-22,3904,3980,3904,3980,17
2022-07-25,3898,3954,3898,3954,98
2022-07-27,3924,3986,3924,3986,3
2022-07-28,4108,4184,4108,4184,21
2022-07-29,4280,4448,4280,4448,129
2022-08-01,4395,4419,4319,4410,398
2022-08-04,4118,4118,4060,4060,46
2022-08-05,4079,4079,4054,4056,119
2022-08-08,4145,4220,4145,4192,54
2022-08-09,4206,4280,4156,4240,93
2022-08-10,4145,4160,4145,4160,182
2022-08-11,4288,4343,4274,4343,46
2022-08-12,4336,4537,4334,4537,437
2022-08-15,4393,4393,4393,4393,8
2022-08-16,4299,4319,4293,4319,97
2022-08-17,4299,4325,4229,4307,121
2022-08-18,4239,4246,4176,4211,99
2022-08-19,4277,4336,4220,4220,283
2022-08-22,4325,4335,4191,4231,342
2022-08-23,4258,4294,4189,4294,624
2022-08-24,4348,4379,4240,4340,205
2022-08-25,4349,4398,4349,4398,25
2022-08-26,4324,4344,4306,4319,261
2022-08-29,4318,4333,4301,4315,37
2022-08-30,4325,4328,4280,4328,161
2022-09-01,4344,4344,4312,4312,12
2022-09-02,4049,4055,3985,4036,175
2022-09-05,4046,4060,4036,4060,93
2022-09-06,4008,4008,3946,3946,48
2022-09-07,3978,3978,3853,3853,223
2022-09-08,3853,3866,3600,3654,427
