Timestamp (UTC),Open,High,Low,Close,FCPO Apr23: Volume
2022-04-18,5831,5848,5831,5848,37
2022-04-20,5894,5898,5894,5898,93
2022-04-21,5745,5776,5725,5725,9
2022-04-22,5803,5821,5685,5821,45
2022-04-25,5997,5999,5613,5684,88
2022-04-26,5793,5793,5675,5675,23
2022-04-27,5833,6019,5833,6019,217
2022-04-28,6013,6052,6008,6015,195
2022-04-29,6003,6125,6003,6125,160
2022-05-05,5982,6040,5982,6035,325
2022-05-06,5981,5982,5848,5890,402
2022-05-09,5874,5926,5842,5902,102
2022-05-10,5827,5893,5827,5833,15
2022-05-11,5863,5975,5863,5966,302
2022-05-12,5893,5912,5796,5912,787
2022-05-13,5913,5920,5880,5880,219
2022-05-17,5896,5911,5896,5911,110
2022-05-18,5861,5916,5860,5916,155
2022-05-19,5854,5854,5799,5799,124
2022-05-20,5820,6005,5815,5847,777
2022-05-23,5929,5975,5929,5975,122
2022-05-24,5990,6136,5981,6136,739
2022-05-25,6060,6060,5991,6029,115
2022-05-26,5940,6115,5920,6056,86
2022-05-27,6029,6150,5971,5971,417
2022-05-30,5965,5965,5852,5861,438
2022-05-31,5948,5948,5871,5918,261
2022-06-01,5929,5987,5864,5934,420
2022-06-02,5932,5979,5929,5929,394
2022-06-03,5960,6020,5882,5939,215
2022-06-07,6013,6075,6013,6075,219
2022-06-08,6075,6095,5995,6030,320
2022-06-09,5956,5957,5805,5881,503
2022-06-10,5840,5875,5605,5605,649
2022-06-13,5640,5640,5480,5480,562
2022-06-14,5535,5570,5490,5512,469
2022-06-15,5488,5509,5418,5444,682
2022-06-16,5481,5496,5362,5424,599
2022-06-17,5393,5504,5340,5484,1457
2022-06-20,5282,5381,5166,5169,1930
2022-06-21,5150,5150,5013,5035,853
2022-06-22,5035,5046,4650,4650,1772
2022-06-23,4736,4879,4650,4820,1673
2022-06-24,4820,4998,4630,4765,1156
2022-06-27,4864,5000,4855,5000,798
2022-06-28,4921,5039,4921,5039,329
2022-06-29,4963,4976,4920,4964,306
