Timestamp (UTC),Open,High,Low,Close,FCPO Dec23: Volume
2022-12-16,3774,3786,3774,3786,109
2022-12-19,3783,3800,3774,3800,15
2022-12-20,3786,3786,3764,3772,81
2022-12-21,3834,3859,3834,3859,21
2022-12-22,3829,3833,3815,3816,158
2022-12-23,3790,3794,3753,3753,81
2022-12-27,3944,3982,3944,3982,71
2022-12-28,3963,3963,3946,3946,37
2022-12-29,3924,3951,3910,3951,73
2022-12-30,4031,4062,4021,4021,80
2023-01-03,4020,4036,4020,4036,300
2023-01-04,3990,3990,3978,3978,78
2023-01-05,3912,3963,3912,3930,47
2023-01-06,3946,3983,3946,3983,36
2023-01-09,3920,4038,3920,4038,108
2023-01-10,3919,3973,3880,3941,406
2023-01-11,3885,3885,3874,3874,107
2023-01-12,3898,3905,3878,3895,170
2023-01-13,3881,3891,3824,3824,238
2023-01-16,3865,3865,3852,3852,53
2023-01-17,3845,3845,3783,3783,91
2023-01-18,3843,3863,3843,3858,59
2023-01-19,3854,3857,3836,3842,105
2023-01-25,3830,3830,3683,3684,342
2023-01-26,3684,3704,3684,3704,239
2023-01-27,3797,3809,3796,3798,296
2023-01-30,3848,3869,3831,3851,169
2023-01-31,3812,3815,3736,3736,473
2023-02-02,3725,3739,3701,3701,384
2023-02-03,3718,3799,3702,3799,1239
2023-02-07,3831,3864,3826,3835,1109
2023-02-08,3872,3903,3812,3873,998
2023-02-09,3871,3887,3836,3882,246
2023-02-10,3875,3875,3776,3828,309
2023-02-13,3843,3844,3829,3829,43
2023-02-14,3821,3859,3821,3853,106
2023-02-15,3841,3855,3834,3853,85
2023-02-16,3894,3976,3887,3962,601
2023-02-17,3950,4045,3950,3979,544
2023-02-20,4046,4046,4020,4020,681
2023-02-21,4003,4036,3989,3989,398
2023-02-22,4045,4052,3990,3996,702
2023-02-23,4032,4050,4007,4046,1335
2023-02-24,4037,4070,4004,4005,562
2023-02-27,4005,4055,3979,4036,613
2023-02-28,4019,4038,3982,3982,424
2023-03-01,4007,4038,4004,4009,568
2023-03-02,4056,4125,4052,4099,2451
2023-03-03,4115,4147,4106,4131,1160
2023-03-06,4092,4116,4071,4095,297
2023-03-07,4101,4112,4048,4049,153
2023-03-08,4029,4029,3950,3991,357
2023-03-09,3997,4045,3980,4020,456
2023-03-10,4030,4030,3914,3917,581
2023-03-13,3937,3944,3860,3868,400
2023-03-14,3850,3868,3817,3819,640
2023-03-15,3850,3871,3824,3835,546
2023-03-16,3800,3821,3770,3782,1480
2023-03-17,3779,3845,3755,3788,1044
2023-03-20,3753,3768,3648,3690,1859
2023-03-21,3729,3743,3656,3665,1488
2023-03-22,3678,3696,3551,3559,3433
2023-03-23,3580,3580,3481,3489,2037
2023-03-24,3490,3545,3417,3431,4285
2023-03-27,3477,3502,3436,3475,1145
2023-03-28,3469,3550,3469,3550,1378
2023-03-29,3536,3565,3520,3548,587
2023-03-30,3556,3613,3531,3599,678
2023-03-31,3589,3593,3545,3593,399
2023-04-03,3658,3675,3623,3663,1582
2023-04-04,3650,3730,3641,3718,1429
2023-04-05,3696,3696,3630,3630,2405
2023-04-06,3631,3661,3580,3580,1032
2023-04-07,3593,3611,3562,3578,1591
2023-04-10,3548,3597,3520,3566,1301
2023-04-11,3543,3601,3540,3586,1752
2023-04-12,3597,3613,3505,3524,2355
2023-04-13,3531,3542,3468,3508,2520
2023-04-14,3494,3538,3450,3471,1678
2023-04-17,3483,3536,3475,3530,1084
2023-04-18,3529,3692,3529,3683,2582
2023-04-19,3678,3678,3612,3627,3461
2023-04-20,3630,3667,3596,3631,3451
2023-04-25,3549,3591,3520,3562,3535
2023-04-26,3545,3552,3509,3516,2709
2023-04-27,3530,3536,3377,3381,3604
2023-04-28,3396,3440,3262,3312,5348
2023-05-02,3353,3392,3335,3361,3337
2023-05-03,3365,3402,3301,3358,2863
2023-05-05,3428,3504,3427,3483,8124
2023-05-08,3531,3645,3526,3630,3491
2023-05-09,3592,3625,3524,3598,4899
2023-05-10,3581,3581,3520,3530,4226
2023-05-11,3535,3546,3431,3465,4316
2023-05-12,3430,3492,3407,3481,3511
2023-05-15,3400,3504,3400,3451,4387
2023-05-16,3462,3472,3400,3419,3949
2023-05-17,3420,3429,3370,3407,5388
2023-05-18,3401,3419,3364,3372,3100
2023-05-19,3370,3466,3362,3458,2420
2023-05-22,3376,3434,3365,3409,1063
2023-05-23,3403,3439,3365,3373,1637
2023-05-24,3398,3420,3361,3400,4051
2023-05-25,3390,3511,3386,3489,3344
2023-05-26,3489,3579,3476,3566,3821
2023-05-29,3506,3565,3490,3557,1202
2023-05-30,3540,3547,3419,3427,2800
2023-05-31,3416,3419,3270,3270,5694
2023-06-01,3274,3343,3271,3338,3230
2023-06-02,3335,3436,3331,3408,2110
2023-06-06,3430,3433,3326,3345,4626
2023-06-07,3328,3390,3316,3350,2633
