Timestamp (UTC),Open,High,Low,Close,FCPO Feb18: Volume
2017-08-17,2690,2699,2687,2694,417
2017-08-21,2720,2730,2709,2727,502
2017-08-22,2750,2790,2748,2760,493
2017-08-23,2767,2778,2748,2771,1288
2017-08-24,2763,2813,2763,2813,1101
2017-08-28,2793,2793,2760,2773,737
2017-08-29,2759,2759,2743,2743,198
2017-08-30,2756,2757,2739,2741,503
2017-09-05,2771,2803,2769,2803,617
2017-09-06,2793,2805,2770,2773,1162
2017-09-07,2754,2805,2754,2792,1729
2017-09-11,2770,2807,2770,2789,964
2017-09-12,2794,2799,2770,2788,1724
2017-09-13,2799,2814,2781,2813,1474
2017-09-14,2824,2843,2813,2813,1964
2017-09-18,2800,2803,2788,2791,863
2017-09-19,2804,2806,2766,2766,1051
2017-09-20,2783,2783,2764,2771,1467
2017-09-21,2779,2783,2743,2743,2034
2017-09-25,2713,2722,2695,2695,1256
2017-09-26,2716,2757,2714,2756,2551
2017-09-27,2728,2776,2723,2757,1922
2017-09-28,2718,2723,2704,2718,2713
2017-10-02,2694,2700,2660,2669,1551
2017-10-03,2663,2692,2663,2688,2833
2017-10-04,2693,2723,2688,2718,2120
2017-10-05,2733,2743,2710,2720,2650
2017-10-09,2744,2744,2718,2734,2516
2017-10-10,2736,2736,2693,2705,4237
2017-10-11,2699,2714,2690,2708,2531
2017-10-12,2718,2734,2715,2720,2115
2017-10-16,2762,2769,2752,2765,2477
2017-10-17,2758,2771,2743,2748,3262
2017-10-19,2757,2757,2712,2737,1835
2017-10-23,2774,2798,2773,2795,1166
2017-10-24,2799,2815,2780,2787,2570
2017-10-25,2789,2816,2772,2815,4491
2017-10-26,2808,2824,2803,2822,4613
2017-10-30,2856,2868,2849,2856,3170
2017-10-31,2845,2845,2828,2833,2350
2017-11-01,2844,2853,2817,2851,4630
2017-11-02,2853,2857,2832,2841,3106
2017-11-06,2808,2815,2794,2799,4546
2017-11-07,2820,2821,2783,2797,4751
2017-11-08,2801,2838,2795,2833,5318
2017-11-09,2837,2846,2816,2821,5322
2017-11-13,2801,2807,2776,2776,4185
2017-11-14,2758,2767,2734,2735,5080
2017-11-15,2734,2753,2728,2732,5865
2017-11-16,2756,2758,2722,2739,13345
2017-11-20,2682,2682,2626,2630,20007
2017-11-21,2620,2640,2586,2635,23159
2017-11-22,2636,2649,2615,2644,17618
2017-11-23,2633,2635,2606,2608,15256
2017-11-27,2612,2612,2565,2585,17941
2017-11-28,2582,2604,2580,2587,14908
2017-11-29,2587,2588,2560,2563,14721
2017-11-30,2581,2606,2567,2604,16412
2017-12-04,2613,2625,2583,2583,15840
2017-12-05,2577,2582,2544,2564,18462
2017-12-06,2564,2572,2530,2537,15620
2017-12-07,2515,2530,2499,2500,14694
2017-12-11,2490,2495,2455,2457,14755
2017-12-12,2478,2495,2462,2471,13914
2017-12-13,2469,2486,2449,2462,12740
2017-12-14,2446,2455,2418,2450,18044
2017-12-18,2523,2525,2498,2499,3820
2017-12-19,2485,2501,2466,2496,3598
2017-12-20,2501,2507,2472,2481,2245
2017-12-21,2464,2464,2421,2428,2059
2017-12-22,2420,2435,2393,2430,3522
2017-12-26,2437,2475,2425,2475,2203
2017-12-27,2485,2514,2475,2514,2033
2017-12-28,2497,2506,2480,2490,1720
2017-12-29,2471,2489,2461,2477,803
2018-01-02,2504,2523,2503,2510,2209
2018-01-03,2516,2597,2516,2594,4284
2018-01-04,2589,2596,2569,2575,2058
2018-01-05,2586,2610,2586,2609,1240
2018-01-08,2587,2629,2560,2625,1511
2018-01-09,2618,2635,2593,2602,972
2018-01-10,2616,2624,2588,2624,1305
2018-01-11,2608,2608,2559,2564,1535
2018-01-12,2546,2546,2515,2538,632
2018-01-15,2532,2547,2510,2547,678
2018-01-16,2535,2535,2495,2504,514
2018-01-17,2492,2493,2467,2477,215
2018-01-18,2467,2495,2457,2469,440
2018-01-19,2446,2452,2428,2435,314
2018-01-22,2447,2468,2447,2465,227
2018-01-23,2450,2503,2444,2488,407
2018-01-24,2491,2514,2491,2512,130
2018-01-25,2508,2514,2490,2490,128
2018-01-26,2502,2502,2479,2482,169
2018-01-29,2500,2519,2500,2510,111
2018-01-30,2500,2504,2482,2482,116
2018-02-02,2480,2480,2468,2475,88
2018-02-05,2451,2501,2451,2500,461
2018-02-06,2500,2500,2472,2472,2
2018-02-07,2499,2510,2480,2480,254
2018-02-08,2474,2502,2474,2502,44
2018-02-09,2485,2505,2485,2495,67
2018-02-12,2530,2555,2529,2550,136
2018-02-13,2540,2542,2503,2510,142
2018-02-14,2502,2519,2502,2506,125
2018-02-15,2505,2505,2505,2505,4
