Timestamp (UTC),Open,High,Low,Close,FCPO May08: Volume
2007-03-15,1941,1941,1941,1941,0
2007-03-19,1950,1950,1950,1950,0
2007-03-19,1970,1970,1966,1966,0
2007-03-20,1963,1963,1963,1963,0
2007-03-21,1965,1965,1960,1960,0
2007-03-22,1980,1995,1980,1995,0
2007-03-26,2000,2010,1993,1993,0
2007-03-26,1990,1995,1990,1995,0
2007-03-27,2000,2030,2000,2030,0
2007-03-28,2030,2030,2030,2030,0
2007-03-29,2050,2050,2042,2045,0
2007-04-02,2050,2055,2040,2040,0
2007-04-02,2060,2070,2060,2068,0
2007-04-03,2070,2080,2070,2080,0
2007-04-04,2050,2050,2050,2050,0
2007-04-05,2058,2060,2054,2054,0
2007-04-09,2080,2080,2079,2079,0
2007-04-09,2070,2075,2070,2075,0
2007-04-10,2070,2081,2070,2081,0
2007-04-11,2066,2066,2066,2066,0
2007-04-12,2070,2086,2070,2086,0
2007-04-16,2117,2117,2117,2117,0
2007-04-16,2060,2060,2060,2060,0
2007-04-17,2031,2031,2031,2031,0
2007-04-18,2070,2086,2070,2086,0
2007-04-19,2045,2045,2045,2045,0
2007-04-23,2045,2045,2045,2045,0
2007-04-23,2070,2070,2070,2070,0
2007-04-24,2050,2050,2050,2050,0
2007-04-26,2088,2088,2088,2088,0
2007-04-30,2088,2088,2088,2088,0
2007-05-02,2175,2175,2175,2175,0
2007-05-03,2125,2125,2125,2125,0
2007-05-07,2125,2125,2125,2125,0
2007-05-07,2085,2085,2085,2085,0
2007-05-08,2100,2100,2100,2100,0
2007-05-09,2100,2100,2100,2100,0
2007-05-10,2152,2152,2152,2152,0
2007-05-14,2200,2200,2190,2190,0
2007-05-14,2190,2190,2190,2190,0
2007-05-15,2197,2197,2197,2197,0
2007-05-16,2209,2209,2209,2209,0
2007-05-17,2242,2242,2242,2242,0
2007-05-21,2212,2212,2212,2212,0
2007-05-21,2247,2247,2247,2247,0
2007-05-22,2239,2239,2239,2239,0
2007-05-23,2284,2284,2284,2284,0
2007-05-24,2350,2350,2340,2340,0
2007-05-28,2378,2378,2378,2378,0
2007-05-28,2401,2401,2370,2370,0
2007-05-29,2320,2320,2320,2320,0
2007-05-30,2370,2370,2370,2370,0
2007-05-31,2341,2341,2341,2341,0
2007-06-04,2376,2376,2376,2376,0
2007-06-04,2451,2451,2451,2451,0
2007-06-05,2361,2361,2361,2361,0
2007-06-06,2361,2361,2361,2361,0
2007-06-07,2279,2279,2279,2279,0
2007-06-11,2129,2129,2129,2129,0
2007-06-11,2302,2302,2302,2302,0
2007-06-12,2302,2302,2302,2302,0
2007-06-13,2285,2285,2285,2285,0
2007-06-14,2350,2350,2350,2350,0
2007-06-18,2360,2360,2360,2360,0
2007-06-18,2360,2360,2360,2360,0
2007-06-19,2360,2360,2360,2360,0
2007-06-20,2360,2360,2360,2360,0
2007-06-21,2290,2290,2290,2290,0
2007-06-25,2290,2290,2290,2290,0
2007-06-25,2250,2265,2240,2265,0
2007-06-26,2265,2265,2265,2265,0
2007-06-27,2300,2300,2300,2300,0
2007-06-28,2330,2340,2330,2340,0
2007-07-02,2385,2390,2380,2380,0
2007-07-02,2390,2395,2380,2380,0
2007-07-03,2380,2380,2380,2380,0
2007-07-04,2376,2376,2376,2376,0
2007-07-05,2393,2393,2393,2393,0
2007-07-09,2379,2379,2379,2379,0
2007-07-09,2379,2379,2379,2379,0
2007-07-10,2448,2448,2448,2448,0
2007-07-11,2448,2455,2448,2455,0
2007-07-12,2475,2480,2460,2480,0
2007-07-16,2476,2476,2476,2476,0
2007-07-16,2416,2416,2416,2416,0
2007-07-17,2400,2415,2400,2415,0
2007-07-18,2410,2410,2410,2410,0
2007-07-19,2403,2403,2403,2403,0
2007-07-23,2378,2380,2378,2380,0
2007-07-23,2350,2401,2350,2401,0
2007-07-24,2401,2401,2401,2401,0
