Timestamp (UTC),Open,High,Low,Close,FCPO Dec08: Volume
2008-06-16,3723,3723,3723,3723,0
2008-06-16,3648,3648,3648,3648,0
2008-06-17,3643,3643,3643,3643,0
2008-06-18,3610,3611,3600,3611,0
2008-06-19,3530,3530,3530,3530,0
2008-06-23,3570,3572,3563,3563,0
2008-06-23,3560,3560,3500,3500,0
2008-06-24,3550,3555,3540,3540,0
2008-06-25,3537,3537,3537,3537,0
2008-06-26,3618,3618,3618,3618,0
2008-06-30,3602,3602,3602,3602,0
2008-06-30,3580,3580,3580,3580,0
2008-07-01,3634,3637,3624,3624,0
2008-07-02,3659,3659,3659,3659,0
2008-07-03,3650,3665,3650,3665,0
2008-07-07,3538,3538,3538,3538,0
2008-07-07,3489,3489,3489,3489,0
2008-07-08,3510,3548,3510,3548,0
2008-07-09,3525,3525,3500,3500,0
2008-07-10,3600,3600,3585,3585,0
2008-07-14,3530,3530,3530,3530,0
2008-07-14,3530,3565,3530,3558,0
2008-07-15,3529,3529,3475,3475,0
2008-07-16,3455,3455,3425,3425,0
2008-07-17,3387,3395,3370,3390,0
2008-07-21,3250,3287,3228,3261,0
2008-07-21,3250,3287,3228,3260,0
2008-07-22,3210,3210,3030,3055,0
2008-07-23,3065,3105,3058,3105,0
2008-07-24,3070,3089,3067,3067,0
2008-07-28,3150,3151,3001,3001,0
2008-07-28,3086,3086,2875,2986,0
2008-07-29,2930,2996,2930,2996,0
2008-07-30,3050,3052,3015,3047,0
2008-07-31,2980,2986,2940,2940,0
2008-08-04,2830,2949,2830,2895,0
2008-08-04,2783,2783,2710,2750,0
2008-08-05,2795,2795,2723,2785,0
2008-08-06,2764,2849,2740,2849,0
2008-08-07,2824,2851,2778,2778,0
2008-08-11,2720,2720,2665,2670,0
2008-08-11,2635,2849,2565,2565,0
2008-08-12,2580,2640,2515,2550,0
2008-08-13,2650,2653,2575,2620,0
2008-08-14,2550,2550,2400,2452,0
2008-08-18,2461,2485,2408,2485,0
2008-08-18,2500,2555,2350,2423,0
2008-08-19,2474,2592,2474,2590,0
2008-08-20,2633,2671,2611,2652,0
2008-08-21,2731,2751,2688,2736,0
2008-08-25,2644,2670,2576,2615,0
2008-08-25,2568,2596,2404,2404,0
2008-08-26,2471,2523,2417,2504,0
2008-08-27,2466,2561,2463,2503,0
2008-08-28,2495,2631,2492,2631,0
2008-09-01,2488,2548,2444,2490,0
2008-09-02,2510,2554,2445,2457,0
2008-09-03,2470,2522,2468,2518,0
2008-09-04,2435,2482,2425,2482,0
2008-09-08,2481,2501,2461,2470,0
2008-09-08,2429,2430,2351,2360,0
2008-09-09,2370,2398,2325,2338,0
2008-09-10,2359,2366,2290,2321,0
2008-09-11,2343,2400,2309,2395,0
2008-09-15,2330,2351,2247,2249,0
2008-09-15,2171,2180,2077,2120,0
2008-09-16,2121,2151,2039,2040,0
2008-09-17,2090,2185,2020,2185,0
2008-09-18,2171,2263,2138,2259,0
2008-09-22,2280,2367,2200,2344,0
2008-09-22,2379,2404,2277,2305,0
2008-09-23,2330,2357,2251,2318,0
2008-09-24,2275,2351,2259,2280,0
2008-09-25,2272,2324,2255,2313,0
2008-09-29,2270,2284,2100,2125,0
2008-09-29,2029,2119,1988,2090,0
2008-10-02,2020,2020,1934,2000,0
2008-10-06,1850,1880,1775,1820,0
2008-10-06,1820,1892,1801,1850,0
2008-10-07,1880,1897,1755,1775,0
2008-10-08,1850,1890,1810,1890,0
2008-10-09,1730,1785,1725,1773,0
2008-10-13,1750,1836,1742,1835,0
2008-10-13,1870,1902,1825,1850,0
2008-10-14,1779,1798,1734,1743,0
2008-10-15,1655,1667,1593,1650,0
2008-10-16,1697,1703,1624,1630,0
2008-10-20,1686,1722,1659,1675,0
2008-10-20,1697,1711,1640,1653,0
2008-10-21,1620,1632,1548,1563,0
2008-10-22,1490,1583,1478,1549,0
2008-10-23,1518,1553,1362,1389,0
2008-10-28,1442,1442,1400,1435,0
2008-10-29,1515,1575,1500,1568,0
2008-10-30,1510,1538,1499,1510,0
2008-11-03,1603,1661,1598,1661,0
2008-11-03,1595,1612,1546,1584,0
2008-11-04,1660,1721,1627,1646,0
2008-11-05,1574,1609,1550,1600,0
2008-11-06,1565,1637,1565,1600,0
2008-11-10,1660,1675,1619,1626,0
2008-11-10,1588,1610,1574,1584,0
2008-11-11,1554,1554,1500,1532,0
2008-11-12,1472,1485,1430,1465,0
2008-11-13,1503,1503,1449,1449,0
2008-11-17,1429,1446,1412,1427,0
2008-11-17,1429,1431,1401,1425,0
2008-11-18,1425,1483,1425,1463,0
2008-11-19,1440,1450,1427,1450,0
2008-11-20,1380,1456,1380,1456,0
2008-11-24,1390,1485,1390,1467,0
2008-11-24,1505,1518,1495,1499,0
2008-11-25,1500,1570,1500,1560,0
2008-11-26,1570,1658,1570,1650,0
2008-11-27,1616,1678,1610,1610,0
2008-12-01,1630,1650,1586,1603,0
2008-12-01,1590,1595,1566,1591,0
2008-12-02,1560,1570,1530,1530,0
2008-12-03,1510,1510,1461,1462,0
2008-12-04,1400,1494,1398,1485,0
2008-12-09,1580,1583,1570,1583,0
2008-12-10,1600,1630,1600,1620,0
2008-12-11,1600,1600,1561,1564,0
2008-12-15,1605,1605,1577,1580,0
