Timestamp (UTC),Open,High,Low,Close,FCPO Jan08: Volume
2007-01-15,1917,1917,1917,1917,0
2007-01-16,1895,1895,1895,1895,0
2007-01-17,1895,1895,1895,1895,0
2007-01-18,1930,1930,1855,1855,0
2007-01-22,1855,1855,1855,1855,0
2007-01-22,1855,1855,1855,1855,0
2007-01-23,1850,1850,1819,1819,0
2007-01-24,1838,1838,1838,1838,0
2007-01-25,1835,1837,1835,1837,0
2007-01-29,1837,1837,1837,1837,0
2007-01-29,1838,1838,1838,1838,0
2007-01-30,1864,1864,1864,1864,0
2007-02-01,1894,1894,1894,1894,0
2007-02-05,1930,1930,1930,1930,0
2007-02-05,1884,1884,1884,1884,0
2007-02-06,1885,1885,1885,1885,0
2007-02-07,1853,1853,1853,1853,0
2007-02-08,1853,1853,1853,1853,0
2007-02-12,1874,1874,1874,1874,0
2007-02-12,1864,1864,1864,1864,0
2007-02-13,1880,1880,1880,1880,0
2007-02-14,1904,1904,1904,1904,0
2007-02-15,1923,1923,1923,1923,0
2007-02-20,1912,1912,1912,1912,0
2007-02-21,1930,1930,1930,1930,0
2007-02-22,1930,1930,1930,1930,0
2007-02-26,1960,1960,1960,1960,0
2007-02-26,1960,1960,1949,1949,0
2007-02-27,1949,1949,1949,1949,0
2007-02-28,1948,1948,1948,1948,0
2007-03-01,1932,1932,1932,1932,0
2007-03-05,1925,1925,1922,1925,0
2007-03-05,1930,1935,1930,1935,0
2007-03-06,1935,1935,1935,1935,0
2007-03-07,1940,1952,1940,1945,0
2007-03-08,1945,1945,1945,1945,0
2007-03-12,1953,1953,1953,1953,0
2007-03-12,1953,1953,1953,1953,0
2007-03-13,1953,1953,1953,1953,0
2007-03-14,1953,1953,1953,1953,0
2007-03-15,1941,1941,1941,1941,0
2007-03-19,1950,1950,1950,1950,0
2007-03-19,1970,1970,1966,1966,0
2007-03-20,1975,1975,1960,1963,0
2007-03-21,1955,1959,1955,1959,0
2007-03-22,2000,2000,2000,2000,0
2007-03-26,1993,1993,1993,1993,0
2007-03-26,1995,1995,1995,1995,0
2007-03-27,2020,2039,2020,2039,0
2007-03-28,2039,2039,2039,2039,0
2007-03-29,2050,2060,2050,2054,0
2007-04-02,2050,2052,2042,2042,0
2007-04-02,2060,2080,2060,2070,0
2007-04-03,2070,2095,2070,2095,0
2007-04-04,2080,2080,2060,2060,0
2007-04-05,2045,2070,2045,2064,0
2007-04-09,2089,2089,2089,2089,0
2007-04-09,2080,2100,2080,2100,0
2007-04-10,2115,2115,2095,2095,0
2007-04-11,2080,2080,2080,2080,0
2007-04-12,2070,2116,2070,2116,0
2007-04-16,2147,2147,2147,2147,0
2007-04-16,2090,2090,2090,2090,0
2007-04-17,2061,2061,2061,2061,0
2007-04-18,2103,2140,2090,2116,0
2007-04-19,2075,2075,2075,2075,0
2007-04-23,2075,2075,2075,2075,0
2007-04-23,2095,2095,2095,2095,0
2007-04-24,2060,2060,2060,2060,0
2007-04-26,2078,2098,2078,2098,0
2007-04-30,2098,2098,2098,2098,0
2007-05-02,2150,2213,2150,2213,0
2007-05-03,2163,2163,2163,2163,0
2007-05-07,2163,2163,2163,2163,0
2007-05-07,2123,2123,2123,2123,0
2007-05-08,2138,2138,2138,2138,0
2007-05-09,2210,2210,2210,2210,0
2007-05-10,2170,2190,2160,2190,0
2007-05-14,2238,2238,2238,2238,0
2007-05-14,2201,2201,2201,2201,0
2007-05-15,2243,2243,2243,2243,0
2007-05-16,2255,2255,2255,2255,0
2007-05-17,2270,2288,2270,2288,0
2007-05-21,2258,2258,2258,2258,0
2007-05-21,2293,2293,2293,2293,0
2007-05-22,2290,2290,2285,2285,0
2007-05-23,2344,2344,2344,2344,0
2007-05-24,2371,2380,2371,2377,0
2007-05-28,2415,2415,2415,2415,0
2007-05-28,2500,2500,2407,2407,0
2007-05-29,2359,2359,2357,2357,0
2007-05-30,2428,2428,2405,2422,0
2007-05-31,2411,2411,2392,2392,0
2007-06-04,2427,2427,2427,2427,0
2007-06-04,2502,2502,2502,2502,0
2007-06-05,2520,2520,2520,2520,0
2007-06-06,2520,2520,2520,2520,0
2007-06-07,2330,2330,2330,2330,0
2007-06-11,2330,2330,2180,2180,0
2007-06-11,2180,2337,2180,2337,0
2007-06-12,2307,2315,2230,2315,0
2007-06-13,2290,2315,2290,2300,0
2007-06-14,2390,2390,2390,2390,0
2007-06-18,2420,2445,2420,2435,0
2007-06-18,2435,2435,2435,2435,0
2007-06-19,2435,2435,2435,2435,0
2007-06-20,2435,2435,2435,2435,0
2007-06-21,2435,2435,2435,2435,0
2007-06-25,2299,2345,2299,2315,0
2007-06-25,2280,2305,2280,2305,0
2007-06-26,2305,2305,2305,2305,0
2007-06-27,2325,2335,2325,2335,0
2007-06-28,2380,2380,2380,2380,0
2007-07-02,2420,2422,2390,2405,0
2007-07-02,2420,2440,2420,2440,0
2007-07-03,2440,2440,2410,2410,0
