final_shape,0.0,0.1,0.2,1,2
0.0,83.89999999999999,8.7,4.8,1.3,1.3
0.1,33.2,52.7,1.5,2.7,9.9
0.2,31.6,5.1,39.2,19.0,5.1
1,0.6,1.2,0.8,84.89999999999999,12.5
2,1.9,13.600000000000001,0.3,22.2,62.0
