Timestamp (UTC),Open,High,Low,Close,FCPO Dec12: Volume
2012-06-18,2878,2907,2878,2907,0
2012-06-18,2941,2967,2929,2967,0
2012-06-19,3012,3060,3012,3048,0
2012-06-20,3001,3048,3001,3007,0
2012-06-21,2944,2966,2941,2966,0
2012-06-25,3069,3075,3039,3043,0
2012-06-25,3043,3047,3032,3047,0
2012-06-26,3034,3048,3011,3022,0
2012-06-27,3004,3023,2993,3008,0
2012-06-28,3017,3038,3014,3029,0
2012-07-02,3065,3087,3065,3087,0
2012-07-02,3109,3136,3105,3120,0
2012-07-03,3148,3151,3122,3129,0
2012-07-04,3112,3174,3100,3174,0
2012-07-05,3175,3175,3133,3133,0
2012-07-09,3163,3166,3158,3158,0
2012-07-09,3150,3165,3113,3142,0
2012-07-10,3170,3170,3099,3099,0
2012-07-11,3070,3070,3020,3033,0
2012-07-12,3035,3074,3032,3074,0
2012-07-16,3124,3160,3124,3133,0
2012-07-16,3129,3132,3075,3075,0
2012-07-17,3055,3055,3001,3001,0
2012-07-18,3029,3072,3000,3064,0
2012-07-19,3060,3077,3058,3061,0
2012-07-23,3017,3025,2991,3010,0
2012-07-23,2947,2971,2929,2943,0
2012-07-24,2920,2972,2919,2969,0
2012-07-25,2947,2963,2908,2911,0
2012-07-26,2925,2949,2915,2948,0
2012-07-30,2990,3020,2975,3020,0
2012-07-30,2993,2993,2965,2990,0
2012-07-31,2997,3004,2941,2960,0
2012-08-01,2935,2960,2925,2960,0
2012-08-02,2953,2965,2935,2944,0
2012-08-06,2947,2954,2934,2943,0
2012-08-06,2955,2958,2929,2940,0
2012-08-07,2924,2941,2893,2903,0
2012-08-08,2925,2930,2898,2898,0
2012-08-09,2902,2929,2886,2929,0
2012-08-13,2941,2941,2878,2919,0
2012-08-13,2900,2913,2868,2913,0
2012-08-14,2902,2926,2885,2926,0
2012-08-15,2916,2976,2910,2976,0
2012-08-16,2983,2994,2964,2985,0
2012-08-21,3037,3090,3037,3090,0
2012-08-22,3110,3115,3062,3075,0
2012-08-23,3095,3105,3080,3085,0
2012-08-27,3116,3133,3102,3102,0
2012-08-27,3091,3092,3041,3041,0
2012-08-28,3050,3051,2995,3016,0
2012-08-29,3036,3054,3018,3042,0
2012-09-03,3068,3100,3062,3100,0
2012-09-03,3125,3125,3068,3097,0
2012-09-04,3102,3110,3033,3033,0
2012-09-05,3005,3005,2960,2989,0
2012-09-06,2981,2993,2946,2964,0
2012-09-10,2941,2991,2941,2978,0
2012-09-10,2958,2966,2922,2963,0
2012-09-11,2943,2972,2930,2968,0
2012-09-12,2985,2987,2935,2955,0
2012-09-13,2980,2993,2952,2986,0
2012-09-17,2889,2894,2827,2861,0
2012-09-18,2870,2889,2850,2859,0
2012-09-19,2858,2871,2804,2820,0
2012-09-20,2801,2815,2755,2763,0
2012-09-24,2695,2695,2577,2646,0
2012-09-24,2632,2676,2607,2669,0
2012-09-25,2636,2642,2603,2616,0
2012-09-26,2598,2634,2569,2607,0
2012-09-27,2632,2634,2534,2546,0
2012-10-01,2552,2560,2449,2464,0
2012-10-01,2430,2430,2250,2255,0
2012-10-02,2300,2387,2230,2351,0
2012-10-03,2348,2404,2321,2352,0
2012-10-04,2385,2448,2376,2415,0
2012-10-08,2403,2446,2361,2368,0
2012-10-08,2395,2455,2392,2438,0
2012-10-09,2425,2483,2417,2457,0
2012-10-10,2450,2525,2442,2523,0
2012-10-11,2529,2529,2379,2500,0
2012-10-15,2450,2475,2417,2433,0
2012-10-15,2484,2486,2410,2435,0
2012-10-16,2452,2455,2423,2440,0
2012-10-17,2478,2478,2440,2456,0
2012-10-18,2489,2489,2452,2475,0
2012-10-22,2461,2544,2460,2528,0
2012-10-22,2525,2525,2483,2496,0
2012-10-23,2527,2539,2511,2539,0
2012-10-24,2535,2570,2505,2561,0
2012-10-29,2499,2510,2483,2492,0
2012-10-29,2470,2470,2440,2451,0
2012-10-30,2454,2471,2440,2445,0
2012-10-31,2458,2473,2456,2467,0
2012-11-01,2460,2465,2418,2427,0
2012-11-05,2382,2384,2316,2352,0
2012-11-05,2342,2358,2315,2325,0
2012-11-06,2318,2367,2312,2330,0
2012-11-07,2325,2335,2280,2297,0
2012-11-08,2277,2314,2260,2314,0
2012-11-12,2194,2294,2190,2293,0
2012-11-13,2308,2395,2296,2395,0
2012-11-15,2366,2372,2354,2360,0
2012-11-19,2392,2403,2380,2386,0
2012-11-19,2398,2401,2353,2369,0
2012-11-20,2360,2360,2338,2340,0
2012-11-21,2340,2340,2285,2300,0
2012-11-22,2251,2270,2247,2267,0
2012-11-26,2284,2284,2240,2265,0
2012-11-26,2270,2270,2175,2178,0
2012-11-27,2159,2165,2135,2160,0
2012-11-28,2182,2182,2120,2170,0
2012-11-29,2156,2156,2128,2145,0
2012-12-03,2139,2139,2100,2101,0
2012-12-03,2125,2125,2100,2100,0
2012-12-04,2120,2129,2105,2105,0
2012-12-05,2120,2130,2105,2115,0
2012-12-06,2110,2118,2110,2111,0
2012-12-10,2120,2125,2120,2121,0
2012-12-10,2110,2110,2087,2087,0
2012-12-11,2040,2060,2040,2042,0
2012-12-12,2080,2090,2042,2042,0
2012-12-13,2100,2100,2100,2100,0
