Timestamp (UTC),Open,High,Low,Close,FCPO Apr12: Volume
2011-10-04,2826,2826,2826,2826,0
2011-10-05,2805,2805,2805,2805,0
2011-10-06,2828,2828,2828,2828,0
2011-10-10,2825,2825,2825,2825,0
2011-10-11,2839,2839,2839,2839,0
2011-10-12,2898,2898,2898,2898,0
2011-10-13,2872,2872,2872,2872,0
2011-10-17,2959,2970,2915,2915,0
2011-10-17,2865,2865,2840,2862,0
2011-10-18,2914,2914,2914,2914,0
2011-10-19,2855,2887,2849,2887,0
2011-10-20,2905,2906,2894,2903,0
2011-10-24,2930,2935,2923,2934,0
2011-10-24,2923,2970,2922,2970,0
2011-10-26,3000,3012,2984,2997,0
2011-10-27,3016,3016,2962,2975,0
2011-10-31,2946,2946,2932,2940,0
2011-10-31,2953,2953,2920,2925,0
2011-11-01,2934,2968,2932,2965,0
2011-11-02,2952,2985,2944,2985,0
2011-11-03,3005,3018,2998,3018,0
2011-11-07,3030,3047,3021,3047,0
2011-11-08,3062,3063,3028,3030,0
2011-11-09,3004,3112,3003,3112,0
2011-11-10,3101,3143,3090,3125,0
2011-11-14,3171,3189,3156,3189,0
2011-11-14,3180,3193,3149,3174,0
2011-11-15,3170,3246,3160,3241,0
2011-11-16,3245,3255,3208,3208,0
2011-11-17,3181,3255,3174,3244,0
2011-11-21,3225,3243,3185,3187,0
2011-11-21,3169,3205,3140,3171,0
2011-11-22,3172,3172,3125,3161,0
2011-11-23,3110,3130,3092,3106,0
2011-11-24,3098,3112,3045,3062,0
2011-11-28,3063,3098,3052,3062,0
2011-11-29,3084,3085,3010,3010,0
2011-11-30,3055,3072,3049,3055,0
2011-12-01,3065,3073,3039,3057,0
2011-12-05,3079,3130,3079,3124,0
2011-12-05,3105,3110,3088,3088,0
2011-12-06,3105,3125,3100,3119,0
2011-12-07,3096,3111,3088,3088,0
2011-12-08,3090,3096,3067,3086,0
2011-12-12,3056,3058,2998,2998,0
2011-12-12,3018,3023,2987,3006,0
2011-12-13,2990,3052,2987,3052,0
2011-12-14,3014,3023,2970,2970,0
2011-12-15,2994,3012,2978,2984,0
2011-12-19,3005,3018,2984,3018,0
2011-12-19,3008,3014,2997,3011,0
2011-12-20,3024,3065,3024,3065,0
2011-12-21,3061,3090,3061,3090,0
2011-12-22,3111,3172,3109,3172,0
2011-12-26,3150,3169,3134,3150,0
2011-12-27,3190,3198,3176,3181,0
2011-12-28,3166,3174,3135,3150,0
2011-12-29,3151,3172,3151,3170,0
2012-01-02,3205,3238,3205,3221,0
2012-01-03,3232,3232,3192,3215,0
2012-01-04,3215,3224,3186,3189,0
2012-01-05,3175,3207,3173,3204,0
2012-01-09,3190,3210,3183,3210,0
2012-01-09,3232,3233,3204,3209,0
2012-01-10,3199,3228,3190,3228,0
2012-01-11,3214,3215,3193,3209,0
2012-01-12,3179,3180,3139,3148,0
2012-01-16,3112,3135,3099,3126,0
2012-01-16,3140,3173,3134,3164,0
2012-01-17,3146,3180,3136,3180,0
2012-01-18,3175,3178,3150,3157,0
2012-01-19,3176,3183,3147,3165,0
2012-01-24,3185,3190,3162,3169,0
2012-01-25,3164,3165,3127,3131,0
2012-01-26,3139,3146,3123,3135,0
2012-01-30,3120,3126,3079,3082,0
2012-01-30,3069,3085,3044,3078,0
2012-02-01,3101,3110,3036,3056,0
2012-02-02,3066,3085,3050,3085,0
2012-02-07,3110,3158,3100,3155,0
2012-02-08,3154,3162,3135,3148,0
2012-02-09,3126,3142,3118,3131,0
2012-02-13,3160,3171,3152,3168,0
2012-02-13,3165,3205,3155,3205,0
2012-02-14,3199,3213,3182,3197,0
2012-02-15,3175,3198,3166,3186,0
2012-02-16,3210,3251,3202,3231,0
2012-02-20,3261,3272,3235,3237,0
2012-02-20,3232,3263,3222,3260,0
2012-02-21,3266,3281,3238,3241,0
2012-02-22,3250,3255,3231,3255,0
2012-02-23,3255,3266,3234,3260,0
2012-02-27,3281,3282,3250,3264,0
2012-02-27,3277,3300,3272,3277,0
2012-02-28,3263,3267,3245,3245,0
2012-02-29,3232,3268,3221,3268,0
2012-03-01,3267,3271,3250,3250,0
2012-03-05,3255,3255,3231,3240,0
2012-03-05,3220,3252,3220,3237,0
2012-03-06,3227,3280,3224,3275,0
2012-03-07,3267,3313,3262,3310,0
2012-03-08,3340,3372,3339,3357,0
2012-03-12,3347,3351,3310,3320,0
2012-03-12,3333,3365,3328,3362,0
2012-03-13,3383,3390,3358,3380,0
2012-03-14,3399,3411,3385,3393,0
2012-03-15,3410,3410,3385,3394,0
2012-03-19,3400,3412,3370,3370,0
2012-03-19,3353,3370,3346,3364,0
2012-03-20,3360,3376,3350,3367,0
2012-03-21,3362,3368,3355,3367,0
2012-03-22,3390,3470,3390,3470,0
2012-03-26,3484,3500,3482,3482,0
2012-03-26,3474,3521,3474,3512,0
2012-03-27,3496,3515,3495,3500,0
2012-03-28,3475,3500,3465,3483,0
2012-03-29,3475,3481,3475,3480,0
2012-04-02,3520,3572,3520,3572,0
2012-04-02,3590,3598,3572,3572,0
2012-04-03,3595,3612,3580,3590,0
2012-04-04,3568,3600,3568,3600,0
2012-04-05,3607,3639,3607,3639,0
2012-04-09,3650,3655,3610,3616,0
2012-04-09,3602,3650,3600,3645,0
2012-04-11,3622,3622,3596,3596,0
2012-04-12,3600,3600,3568,3568,0
