Timestamp (UTC),Open,High,Low,Close,FCPO Oct12: Volume
2012-04-16,3440,3440,3440,3440,0
2012-04-16,3448,3458,3448,3454,0
2012-04-17,3455,3455,3440,3440,0
2012-04-18,3415,3439,3415,3439,0
2012-04-19,3429,3473,3429,3473,0
2012-04-23,3483,3483,3446,3452,0
2012-04-23,3430,3436,3422,3436,0
2012-04-24,3425,3477,3425,3477,0
2012-04-25,3449,3462,3449,3460,0
2012-04-26,3449,3465,3447,3462,0
2012-04-30,3454,3460,3417,3417,0
2012-05-01,3406,3422,3395,3405,0
2012-05-02,3363,3372,3322,3322,0
2012-05-03,3344,3351,3294,3310,0
2012-05-07,3272,3319,3272,3319,0
2012-05-07,3344,3352,3313,3313,0
2012-05-08,3307,3335,3294,3294,0
2012-05-09,3302,3339,3300,3311,0
2012-05-10,3299,3299,3235,3243,0
2012-05-14,3208,3208,3123,3123,0
2012-05-14,3148,3200,3148,3183,0
2012-05-15,3184,3201,3052,3062,0
2012-05-16,3119,3130,3075,3075,0
2012-05-17,3075,3096,3033,3083,0
2012-05-21,3102,3120,3080,3090,0
2012-05-21,3105,3113,3082,3101,0
2012-05-22,3058,3058,2988,3008,0
2012-05-23,3018,3063,2994,3063,0
2012-05-24,3045,3136,3032,3110,0
2012-05-28,3140,3145,3124,3133,0
2012-05-28,3133,3185,3131,3169,0
2012-05-29,3144,3146,3105,3105,0
2012-05-30,3093,3114,3084,3100,0
2012-05-31,3068,3068,3000,3002,0
2012-06-04,2951,2964,2924,2953,0
2012-06-04,2988,3001,2962,2965,0
2012-06-05,3015,3015,2994,3000,0
2012-06-06,3035,3035,2945,2975,0
2012-06-07,2939,2973,2928,2970,0
2012-06-11,3025,3026,2986,2986,0
2012-06-11,2975,2986,2959,2961,0
2012-06-12,2963,2976,2950,2950,0
2012-06-13,2920,2920,2845,2855,0
2012-06-14,2887,2887,2849,2855,0
2012-06-18,2876,2904,2873,2904,0
2012-06-18,2926,2964,2921,2964,0
2012-06-19,2998,3058,2998,3045,0
2012-06-20,3005,3065,2990,3007,0
2012-06-21,2972,2975,2936,2958,0
2012-06-25,3043,3072,3033,3035,0
2012-06-25,3031,3042,3018,3037,0
2012-06-26,3025,3048,3009,3019,0
2012-06-27,3003,3032,2984,3000,0
2012-06-28,3012,3034,2998,3031,0
2012-07-02,3055,3094,3052,3094,0
2012-07-02,3093,3132,3093,3129,0
2012-07-03,3143,3149,3114,3122,0
2012-07-04,3114,3176,3097,3166,0
2012-07-05,3166,3182,3130,3133,0
2012-07-09,3154,3175,3148,3155,0
2012-07-09,3149,3160,3108,3136,0
2012-07-10,3151,3166,3086,3087,0
2012-07-11,3054,3054,3003,3023,0
2012-07-12,3027,3074,3021,3071,0
2012-07-16,3114,3161,3109,3122,0
2012-07-16,3117,3130,3061,3062,0
2012-07-17,3054,3067,2990,2993,0
2012-07-18,3018,3056,2986,3045,0
2012-07-19,3043,3065,3034,3042,0
2012-07-23,3000,3008,2969,2990,0
2012-07-23,2930,2953,2904,2926,0
2012-07-24,2907,2955,2898,2951,0
2012-07-25,2927,2947,2880,2882,0
2012-07-26,2905,2930,2891,2927,0
2012-07-30,2963,3007,2958,3005,0
2012-07-30,2996,2997,2948,2980,0
2012-07-31,2980,3000,2924,2945,0
2012-08-01,2921,2948,2905,2946,0
2012-08-02,2935,2950,2913,2918,0
2012-08-06,2930,2938,2909,2918,0
2012-08-06,2937,2937,2897,2907,0
2012-08-07,2899,2911,2854,2863,0
2012-08-08,2887,2894,2860,2865,0
2012-08-09,2861,2885,2839,2882,0
2012-08-13,2900,2903,2825,2871,0
2012-08-13,2855,2860,2820,2858,0
2012-08-14,2848,2863,2826,2862,0
2012-08-15,2850,2910,2846,2910,0
2012-08-16,2911,2943,2905,2928,0
2012-08-21,2982,3048,2982,3048,0
2012-08-22,3066,3068,3029,3041,0
2012-08-23,3067,3073,3041,3051,0
2012-08-27,3082,3098,3065,3068,0
2012-08-27,3053,3055,3000,3000,0
2012-08-28,3012,3015,2948,2968,0
2012-08-29,3028,3028,2952,2969,0
2012-09-03,2998,3027,2991,3027,0
2012-09-03,3055,3055,2984,3010,0
2012-09-04,3013,3014,2938,2938,0
2012-09-05,2903,2917,2864,2896,0
2012-09-06,2886,2893,2833,2865,0
2012-09-10,2852,2885,2845,2885,0
2012-09-10,2851,2893,2829,2893,0
2012-09-11,2875,2882,2851,2879,0
2012-09-12,2896,2897,2847,2855,0
2012-09-13,2869,2876,2842,2873,0
2012-09-17,2790,2791,2683,2714,0
2012-09-18,2710,2733,2698,2705,0
2012-09-19,2690,2700,2648,2675,0
2012-09-20,2627,2629,2556,2593,0
2012-09-24,2441,2512,2400,2512,0
2012-09-24,2460,2540,2460,2539,0
2012-09-25,2475,2482,2465,2480,0
2012-09-26,2455,2481,2435,2480,0
2012-09-27,2480,2480,2390,2420,0
2012-10-01,2350,2350,2290,2300,0
2012-10-01,2250,2250,2083,2083,0
2012-10-02,2179,2200,2132,2183,0
2012-10-03,2205,2205,2189,2189,0
2012-10-04,2240,2260,2200,2248,0
2012-10-08,2260,2260,2225,2228,0
2012-10-08,2250,2278,2250,2278,0
2012-10-09,2278,2279,2270,2279,0
2012-10-10,2300,2400,2300,2380,0
2012-10-11,2350,2407,2300,2407,0
2012-10-15,2400,2400,2400,2400,0
