Timestamp (UTC),Open,High,Low,Close,FCPO Aug25: Volume
2024-08-20,3587,3587,3558,3558,66
2024-08-21,3596,3596,3575,3575,124
2024-08-22,3600,3638,3600,3637,393
2024-08-23,3636,3689,3633,3687,185
2024-08-26,3703,3816,3703,3816,94
2024-08-27,3772,3772,3703,3705,463
2024-08-28,3711,3711,3711,3711,42
2024-08-30,3719,3733,3710,3724,72
2024-09-03,3751,3756,3741,3747,83
2024-09-04,3723,3723,3691,3691,117
2024-09-05,3690,3700,3668,3700,325
2024-09-06,3696,3701,3683,3683,327
2024-09-09,3661,3661,3661,3661,144
2024-09-10,3680,3680,3661,3661,88
2024-09-11,3664,3686,3664,3686,97
2024-09-12,3662,3662,3636,3636,41
2024-09-13,3664,3664,3661,3661,155
2024-09-17,3543,3566,3543,3564,180
2024-09-18,3576,3645,3576,3645,257
2024-09-19,3642,3707,3615,3615,1289
2024-09-20,3640,3680,3640,3680,337
2024-09-23,3705,3724,3679,3686,375
2024-09-24,3720,3720,3690,3690,605
2024-09-25,3690,3754,3690,3735,344
2024-09-26,3760,3792,3750,3790,652
2024-09-27,3769,3791,3680,3680,1276
2024-09-30,3696,3706,3660,3660,324
2024-10-01,3627,3667,3627,3659,855
2024-10-02,3721,3780,3675,3761,423
2024-10-03,3736,3785,3728,3785,601
2024-10-04,3811,3899,3811,3833,811
2024-10-07,3830,3880,3827,3880,209
2024-10-08,3885,3950,3862,3874,881
2024-10-09,3874,3919,3840,3919,835
2024-10-10,3896,4002,3895,3950,2479
2024-10-11,3975,4023,3970,4023,1300
2024-10-14,4003,4039,3980,4003,1203
2024-10-15,3982,3995,3944,3971,1484
2024-10-16,3959,4045,3959,4035,1842
2024-10-17,4038,4038,3999,4018,486
2024-10-18,4018,4063,3975,3977,1678
2024-10-21,3989,4023,3989,4004,974
2024-10-22,4017,4065,4013,4063,967
2024-10-23,4082,4134,4073,4129,2628
2024-10-24,4140,4197,4105,4189,2779
2024-10-25,4203,4235,4112,4116,1733
2024-10-28,4089,4134,4078,4088,929
2024-10-29,4100,4130,4070,4112,2461
2024-10-30,4109,4184,4100,4184,973
2024-11-01,4220,4315,4220,4315,1841
2024-11-04,4278,4336,4248,4329,1999
2024-11-05,4324,4327,4227,4230,1549
2024-11-06,4248,4316,4224,4316,806
2024-11-07,4292,4378,4260,4332,2512
2024-11-08,4352,4468,4342,4444,2984
2024-11-11,4449,4507,4429,4493,1347
2024-11-12,4473,4480,4333,4337,3217
2024-11-13,4373,4387,4207,4335,2896
2024-11-14,4320,4345,4211,4329,1807
2024-11-15,4320,4404,4287,4399,1251
2024-11-18,4336,4416,4292,4306,707
2024-11-19,4326,4392,4236,4348,824
2024-11-20,4374,4385,4278,4288,1120
2024-11-21,4277,4293,4194,4266,2812
2024-11-22,4266,4267,4162,4174,1416
2024-11-25,4247,4281,4197,4202,1148
2024-11-26,4224,4280,4203,4277,1043
2024-11-27,4283,4328,4262,4314,1412
2024-11-28,4315,4342,4278,4338,1283
2024-11-29,4319,4397,4306,4363,1521
2024-12-02,4373,4376,4255,4278,1036
2024-12-03,4291,4340,4274,4312,1941
2024-12-04,4326,4374,4311,4328,4401
2024-12-05,4342,4395,4318,4359,2369
2024-12-06,4356,4383,4330,4345,1318
2024-12-09,4356,4387,4324,4356,1075
2024-12-10,4362,4375,4227,4241,1729
2024-12-11,4242,4325,4202,4242,2490
2024-12-12,4249,4321,4189,4312,3466
2024-12-13,4275,4314,4259,4308,1373
2024-12-16,4277,4348,4260,4275,640
2024-12-17,4265,4305,4248,4293,1975
2024-12-18,4287,4287,4163,4172,3482
2024-12-19,4191,4191,4069,4102,3681
2024-12-20,4093,4176,4027,4101,2968
2024-12-23,4101,4210,4101,4198,1620
2024-12-24,4182,4197,4149,4188,1122
2024-12-26,4127,4180,4117,4165,810
2024-12-27,4168,4195,4139,4181,998
2024-12-30,4156,4195,4106,4123,971
2024-12-31,4112,4138,4073,4085,1990
2025-01-02,4150,4150,4025,4051,1845
2025-01-03,4056,4089,4006,4077,2016
2025-01-06,4142,4142,4037,4076,2174
2025-01-07,4067,4189,4067,4130,3216
2025-01-08,4152,4194,4117,4146,1916
2025-01-09,4135,4147,4038,4052,4205
2025-01-10,4063,4147,4046,4141,1754
2025-01-13,4218,4231,4185,4200,1547
2025-01-14,4178,4189,4129,4131,1343
2025-01-15,4132,4162,4058,4096,2501
2025-01-16,4070,4096,4004,4028,2071
2025-01-17,4019,4060,3972,4060,2458
2025-01-20,4080,4114,4061,4088,1299
2025-01-21,4074,4130,4074,4124,3003
2025-01-22,4114,4119,4044,4075,1981
2025-01-23,4059,4061,3994,4024,2200
2025-01-24,4023,4052,3956,4016,3910
2025-01-27,4023,4033,3990,3990,1937
2025-01-28,3983,4074,3976,4069,1728
2025-01-31,4095,4113,4054,4078,1176
2025-02-03,4120,4188,4109,4153,1416
2025-02-04,4165,4182,4070,4094,912
2025-02-05,4090,4153,4077,4101,2828
2025-02-06,4096,4155,4084,4141,4066
2025-02-07,4141,4251,4138,4215,3753
2025-02-10,4229,4291,4198,4276,5212
2025-02-12,4307,4345,4286,4286,5027
2025-02-13,4300,4314,4216,4218,3695
2025-02-14,4216,4294,4216,4263,3913
2025-02-17,4238,4318,4224,4304,1821
2025-02-18,4291,4310,4260,4261,2153
2025-02-19,4268,4401,4268,4391,5674
2025-02-20,4361,4407,4347,4359,3509
2025-02-21,4379,4423,4366,4366,5270
2025-02-24,4315,4340,4262,4267,2099
2025-02-25,4266,4350,4263,4313,3301
