Timestamp (UTC),Open,High,Low,Close,FCPO Dec24: Volume
12/20/2023,3642,3642,3642,3642,12
12/21/2023,3615,3615,3592,3592,2
12/29/2023,3574,3574,3574,3574,69
1/2/2024,3543,3548,3543,3548,251
1/3/2024,3535,3535,3516,3531,220
1/4/2024,3541,3541,3535,3535,147
1/5/2024,3553,3556,3550,3556,261
1/8/2024,3570,3575,3562,3575,101
1/9/2024,3536,3604,3526,3602,337
1/10/2024,3596,3651,3596,3597,294
1/11/2024,3603,3609,3595,3595,244
1/12/2024,3623,3625,3621,3622,32
1/15/2024,3614,3615,3558,3558,602
1/16/2024,3579,3601,3574,3580,492
1/17/2024,3601,3601,3573,3578,507
1/18/2024,3608,3644,3594,3594,499
1/19/2024,3627,3644,3627,3627,144
1/22/2024,3635,3653,3618,3625,121
1/23/2024,3628,3679,3628,3675,255
1/24/2024,3685,3730,3685,3725,184
1/26/2024,3705,3757,3705,3742,611
1/29/2024,3703,3703,3680,3697,297
1/30/2024,3693,3693,3628,3648,1029
1/31/2024,3620,3649,3611,3623,397
2/2/2024,3595,3603,3582,3601,829
2/5/2024,3601,3630,3597,3630,675
2/6/2024,3618,3662,3615,3649,766
2/7/2024,3643,3651,3622,3643,303
2/8/2024,3658,3660,3635,3635,299
2/9/2024,3680,3690,3673,3673,478
2/13/2024,3631,3678,3631,3670,340
2/14/2024,3691,3691,3672,3677,1124
2/15/2024,3691,3691,3593,3593,1392
2/16/2024,3593,3624,3586,3586,576
2/19/2024,3616,3660,3613,3660,536
2/20/2024,3675,3675,3637,3648,1664
2/21/2024,3660,3685,3600,3622,2856
2/22/2024,3630,3644,3603,3603,672
2/23/2024,3597,3619,3589,3619,580
2/26/2024,3655,3655,3593,3621,501
2/27/2024,3624,3680,3624,3670,802
2/28/2024,3672,3695,3655,3673,749
2/29/2024,3680,3720,3680,3716,1700
3/1/2024,3704,3726,3693,3697,1057
3/4/2024,3687,3694,3652,3654,530
3/5/2024,3657,3684,3656,3677,489
3/6/2024,3704,3737,3697,3737,822
3/7/2024,3742,3742,3703,3709,1846
3/8/2024,3725,3759,3722,3725,411
3/11/2024,3728,3773,3728,3759,536
3/12/2024,3760,3810,3760,3784,1006
3/13/2024,3801,3854,3789,3854,1624
3/14/2024,3850,3910,3843,3890,2330
3/15/2024,3890,3911,3863,3872,483
3/18/2024,3951,3953,3894,3923,899
3/19/2024,3943,3968,3922,3925,695
3/20/2024,3931,3972,3923,3951,1623
3/21/2024,3958,3993,3907,3907,1573
3/22/2024,3920,3950,3876,3884,2193
3/25/2024,3889,3943,3878,3937,1922
3/26/2024,3938,3965,3915,3936,577
3/27/2024,3934,3934,3840,3851,1059
3/29/2024,3884,3937,3882,3936,1346
4/1/2024,3949,3991,3933,3991,1495
4/2/2024,3981,4030,3963,4018,1067
4/3/2024,4012,4133,4011,4121,3700
4/4/2024,4125,4152,4111,4134,2002
4/5/2024,4120,4120,4065,4077,676
4/8/2024,4072,4078,3987,4014,962
4/9/2024,4020,4052,4001,4037,2061
4/12/2024,3992,4019,3980,4015,1233
4/15/2024,3989,4039,3961,3981,1136
4/16/2024,3995,3996,3928,3950,3469
4/17/2024,3953,3966,3887,3920,4518
4/18/2024,3895,3932,3879,3879,1736
4/19/2024,3879,3926,3811,3846,2851
4/22/2024,3862,3910,3835,3888,2621
4/23/2024,3873,3959,3870,3924,2375
4/24/2024,3926,3960,3912,3935,2382
4/25/2024,3956,3956,3851,3862,5173
4/26/2024,3859,3921,3840,3900,1364
4/29/2024,3910,3932,3896,3928,523
4/30/2024,3912,3927,3836,3836,2118
5/2/2024,3834,3865,3823,3854,2229
5/3/2024,3849,3861,3840,3853,800
5/6/2024,3869,3878,3843,3875,362
5/7/2024,3886,3944,3886,3944,1299
5/8/2024,3923,3961,3872,3880,4311
5/9/2024,3875,3890,3844,3855,463
5/10/2024,3854,3854,3793,3838,804
5/13/2024,3886,3929,3886,3908,1406
5/14/2024,3904,3944,3851,3855,1389
5/15/2024,3850,3907,3828,3889,3515
5/16/2024,3893,3904,3829,3846,1908
5/17/2024,3858,3937,3858,3921,2118
5/20/2024,3946,3969,3933,3959,1040
5/21/2024,3961,3997,3915,3915,1705
5/23/2024,3929,3951,3920,3943,1703
5/24/2024,3958,3977,3933,3943,2966
5/27/2024,3966,3966,3899,3919,3114
