Timestamp (UTC),Open,High,Low,Close,FCPO Jul09: Volume
2007-07-16,0,0,0,0,0
2007-07-16,2369,2369,2369,2369,0
2007-07-17,2368,2368,2368,2368,0
2007-07-18,2319,2319,2319,2319,0
2007-07-19,2332,2332,2332,2332,0
2007-07-23,2300,2300,2300,2300,0
2007-07-23,2310,2310,2310,2310,0
2007-07-24,2310,2310,2310,2310,0
2007-07-25,2315,2315,2315,2315,0
2007-07-26,2335,2335,2335,2335,0
2007-07-30,2440,2440,2440,2440,0
2007-07-30,2449,2449,2449,2449,0
2007-07-31,2449,2449,2449,2449,0
2007-08-01,2449,2449,2449,2449,0
2007-08-02,2449,2449,2449,2449,0
2007-08-06,2312,2312,2312,2312,0
2007-08-06,2312,2312,2312,2312,0
2007-08-07,2361,2361,2361,2361,0
2007-08-08,2376,2376,2376,2376,0
2007-08-09,2365,2365,2365,2365,0
2007-08-14,2341,2341,2341,2341,0
2007-08-15,2309,2309,2309,2309,0
2007-08-16,2286,2286,2286,2286,0
2007-08-20,2263,2263,2263,2263,0
2007-08-20,2269,2269,2269,2269,0
2007-08-21,2313,2313,2313,2313,0
2007-08-22,2309,2309,2309,2309,0
2007-08-23,2309,2309,2309,2309,0
2007-08-27,2303,2303,2303,2303,0
2007-08-27,2328,2328,2328,2328,0
2007-08-28,2259,2259,2259,2259,0
2007-08-29,2259,2259,2259,2259,0
2007-09-03,2289,2289,2289,2289,0
2007-09-03,2275,2275,2275,2275,0
2007-09-04,2275,2275,2275,2275,0
2007-09-05,2311,2311,2311,2311,0
2007-09-06,2312,2312,2312,2312,0
2007-09-10,2325,2336,2325,2336,0
2007-09-10,2333,2333,2333,2333,0
2007-09-11,2361,2361,2361,2361,0
2007-09-12,2389,2389,2389,2389,0
2007-09-13,2427,2427,2427,2427,0
2007-09-17,2430,2430,2430,2430,0
2007-09-17,2471,2471,2471,2471,0
2007-09-18,2452,2452,2452,2452,0
2007-09-19,2416,2416,2416,2416,0
2007-09-20,2430,2430,2430,2430,0
2007-09-24,2455,2461,2455,2461,0
2007-09-24,2450,2460,2442,2442,0
2007-09-25,2451,2451,2451,2451,0
2007-09-26,2436,2436,2436,2436,0
2007-09-27,2475,2475,2475,2475,0
2007-10-01,2460,2460,2460,2460,0
2007-10-01,2410,2410,2410,2410,0
2007-10-02,2388,2388,2388,2388,0
2007-10-03,2410,2410,2410,2410,0
2007-10-04,2400,2400,2400,2400,0
2007-10-08,2353,2353,2353,2353,0
2007-10-08,2420,2420,2420,2420,0
2007-10-09,2445,2445,2445,2445,0
2007-10-10,2470,2470,2470,2470,0
2007-10-11,2524,2524,2524,2524,0
2007-10-15,2524,2524,2524,2524,0
2007-10-16,2524,2524,2524,2524,0
2007-10-17,2522,2522,2522,2522,0
2007-10-18,2542,2542,2542,2542,0
2007-10-22,2542,2542,2542,2542,0
2007-10-22,2472,2472,2472,2472,0
2007-10-23,2492,2492,2492,2492,0
2007-10-25,2642,2642,2642,2642,0
2007-10-29,2772,2772,2772,2772,0
2007-10-29,2713,2713,2713,2713,0
2007-10-30,2622,2622,2622,2622,0
2007-10-31,2832,2832,2832,2832,0
2007-11-01,2742,2742,2742,2742,0
2007-11-05,2727,2727,2727,2727,0
2007-11-05,2762,2762,2762,2762,0
2007-11-06,2822,2822,2822,2822,0
2007-11-08,2810,2810,2810,2810,0
2007-11-12,2865,2870,2780,2780,0
2007-11-12,2820,2820,2820,2820,0
2007-11-13,2831,2831,2831,2831,0
2007-11-14,2846,2846,2846,2846,0
2007-11-15,2811,2811,2811,2811,0
2007-11-19,2893,2893,2893,2893,0
2007-11-19,2873,2873,2873,2873,0
2007-11-20,2906,2906,2906,2906,0
2007-11-21,2900,2900,2900,2900,0
2007-11-22,2900,2925,2900,2918,0
2007-11-26,2915,2915,2915,2915,0
2007-11-26,2881,2881,2881,2881,0
2007-11-27,2821,2821,2821,2821,0
2007-11-28,2821,2821,2821,2821,0
2007-11-29,2813,2813,2813,2813,0
2007-12-03,2783,2783,2783,2783,0
2007-12-05,2710,2710,2710,2710,0
2007-12-06,2759,2759,2759,2759,0
2007-12-10,2752,2752,2752,2752,0
2007-12-11,2712,2712,2712,2712,0
2007-12-12,2822,2822,2822,2822,0
2007-12-13,2837,2837,2837,2837,0
2007-12-17,2842,2842,2842,2842,0
2007-12-17,2835,2835,2835,2835,0
2007-12-18,2845,2845,2845,2845,0
2007-12-20,2870,2870,2870,2870,0
2007-12-24,2907,2907,2907,2907,0
2007-12-25,3022,3022,3022,3022,0
2007-12-26,3040,3040,3040,3040,0
2007-12-27,3067,3067,3067,3067,0
2007-12-31,2998,2998,2998,2998,0
2008-01-01,3009,3009,3009,3009,0
2008-01-02,3066,3066,3066,3066,0
2008-01-03,3003,3003,3003,3003,0
2008-01-07,3041,3041,3041,3041,0
2008-01-07,2996,2996,2996,2996,0
2008-01-08,3018,3018,3018,3018,0
2008-01-10,3098,3098,3098,3098,0
2008-01-14,3230,3230,3228,3228,0
2008-01-14,3145,3145,3145,3145,0
2008-01-15,3089,3089,3089,3089,0
2008-01-16,3179,3179,3179,3179,0
2008-01-17,3195,3195,3195,3195,0
2008-01-21,3129,3129,3129,3129,0
2008-01-21,3023,3023,3023,3023,0
2008-01-23,3113,3113,3113,3113,0
2008-01-24,3113,3113,3113,3113,0
2008-01-28,3078,3078,3078,3078,0
2008-01-28,3103,3103,3103,3103,0
2008-01-29,3123,3123,3123,3123,0
2008-01-30,3150,3150,3150,3150,0
2008-02-04,3255,3255,3255,3255,0
2008-02-04,3274,3274,3274,3274,0
2008-02-05,3310,3310,3310,3310,0
2008-02-11,3329,3329,3329,3329,0
2008-02-11,3329,3329,3329,3329,0
2008-02-12,3269,3269,3269,3269,0
2008-02-13,3358,3358,3358,3358,0
2008-02-14,3390,3390,3390,3390,0
2008-02-18,3518,3518,3518,3518,0
2008-02-19,3551,3551,3551,3551,0
2008-02-20,3605,3605,3605,3605,0
2008-02-21,3605,3605,3605,3605,0
2008-02-25,3785,3785,3785,3785,0
2008-02-25,3697,3697,3697,3697,0
2008-02-26,3752,3752,3752,3752,0
2008-02-27,3731,3731,3731,3731,0
2008-02-28,3860,3860,3860,3860,0
2008-03-03,4166,4166,4166,4166,0
2008-03-03,3951,3951,3951,3951,0
2008-03-05,3861,3861,3861,3861,0
2008-03-06,3620,3620,3620,3620,0
2008-03-10,3620,3620,3620,3620,0
2008-03-10,3774,3774,3774,3774,0
2008-03-12,3749,3749,3749,3749,0
2008-03-13,3658,3658,3658,3658,0
2008-03-17,3544,3544,3544,3544,0
2008-03-17,3399,3399,3399,3399,0
2008-03-18,3280,3280,3280,3280,0
2008-03-20,3260,3260,3260,3260,0
2008-03-24,3270,3270,3270,3270,0
2008-03-24,3434,3434,3434,3434,0
2008-03-25,3600,3600,3600,3600,0
2008-03-26,3600,3600,3553,3553,0
2008-03-27,3466,3466,3466,3466,0
2008-03-31,3313,3313,3313,3313,0
2008-04-01,3110,3110,3110,3110,0
2008-04-02,3322,3322,3322,3322,0
2008-04-07,3323,3323,3323,3323,0
2008-04-08,3277,3277,3277,3277,0
2008-04-09,3277,3277,3277,3277,0
2008-04-10,3460,3460,3460,3460,0
2008-04-14,3500,3500,3500,3500,0
2008-04-14,3639,3639,3639,3639,0
2008-04-15,3640,3640,3640,3640,0
2008-04-16,3598,3598,3598,3598,0
2008-04-17,3468,3468,3468,3468,0
2008-04-21,3425,3425,3425,3425,0
2008-04-21,3425,3425,3425,3425,0
2008-04-22,3516,3516,3516,3516,0
2008-04-23,3454,3454,3454,3454,0
2008-04-24,3356,3356,3356,3356,0
2008-04-28,3459,3459,3459,3459,0
2008-04-29,3344,3344,3344,3344,0
2008-05-05,3329,3329,3329,3329,0
2008-05-05,3349,3349,3349,3349,0
2008-05-06,3329,3329,3329,3329,0
2008-05-08,3449,3449,3449,3449,0
2008-05-12,3530,3530,3530,3530,0
2008-05-12,3498,3498,3498,3498,0
2008-05-14,3468,3468,3468,3468,0
2008-05-15,3509,3509,3509,3509,0
2008-05-19,3493,3493,3493,3493,0
2008-05-22,3575,3575,3575,3575,0
2008-05-26,3618,3618,3618,3618,0
2008-05-26,3640,3660,3640,3660,0
2008-05-27,3494,3494,3494,3494,0
2008-05-28,3496,3496,3496,3496,0
2008-05-29,3500,3500,3410,3410,0
2008-06-02,3400,3400,3400,3400,0
2008-06-02,3429,3429,3429,3429,0
2008-06-03,3380,3380,3340,3341,0
2008-06-04,3401,3401,3401,3401,0
2008-06-05,3481,3481,3446,3446,0
2008-06-09,3505,3560,3504,3504,0
2008-06-09,3448,3448,3448,3448,0
2008-06-10,3450,3470,3450,3460,0
2008-06-11,3500,3520,3470,3508,0
2008-06-12,3560,3570,3545,3545,0
2008-06-17,3545,3545,3545,3545,0
2008-06-18,3513,3513,3513,3513,0
2008-06-19,3468,3468,3468,3468,0
2008-06-23,3473,3473,3473,3473,0
2008-06-23,3410,3410,3410,3410,0
2008-06-24,3465,3465,3465,3465,0
2008-06-25,3475,3475,3475,3475,0
2008-06-26,3556,3556,3556,3556,0
2008-06-30,3560,3560,3550,3550,0
2008-06-30,3539,3539,3539,3539,0
2008-07-01,3583,3583,3583,3583,0
2008-07-02,3642,3642,3642,3642,0
2008-07-03,3642,3642,3642,3642,0
2008-07-07,3552,3552,3552,3552,0
2008-07-07,3482,3482,3482,3482,0
2008-07-08,3480,3525,3480,3525,0
2008-07-09,3525,3525,3525,3525,0
2008-07-10,3565,3565,3565,3565,0
2008-07-14,3515,3515,3515,3515,0
2008-07-14,3550,3566,3550,3560,0
2008-07-15,3528,3528,3490,3490,0
2008-07-16,3444,3444,3444,3444,0
2008-07-17,3381,3400,3380,3400,0
2008-07-21,3271,3271,3271,3271,0
2008-07-21,3271,3271,3271,3271,0
2008-07-22,3200,3200,3065,3065,0
2008-07-23,3100,3125,3100,3125,0
2008-07-24,3104,3104,3104,3104,0
2008-07-28,3160,3160,3026,3026,0
2008-07-28,3000,3000,2983,2986,0
2008-07-29,2960,2990,2960,2990,0
2008-07-30,3041,3060,3041,3060,0
2008-07-31,2980,2980,2945,2945,0
2008-08-04,2836,2900,2835,2890,0
2008-08-04,2765,2765,2715,2760,0
2008-08-05,2770,2792,2750,2792,0
2008-08-06,2835,2835,2835,2835,0
2008-08-07,2840,2840,2770,2770,0
2008-08-11,2685,2685,2681,2681,0
2008-08-11,2582,2582,2560,2561,0
2008-08-12,2541,2541,2541,2541,0
2008-08-13,2600,2600,2600,2600,0
2008-08-14,2500,2500,2450,2450,0
2008-08-18,2482,2482,2482,2482,0
2008-08-18,2360,2440,2360,2440,0
2008-08-19,2582,2582,2582,2582,0
2008-08-20,2652,2652,2652,2652,0
2008-08-21,2730,2730,2690,2690,0
2008-08-25,2645,2648,2591,2591,0
2008-08-25,2465,2465,2400,2400,0
2008-08-26,2477,2511,2430,2511,0
2008-08-27,2495,2535,2495,2535,0
2008-08-28,2640,2663,2640,2663,0
2008-09-01,2500,2500,2500,2500,0
2008-09-02,2505,2505,2505,2505,0
2008-09-03,2566,2566,2566,2566,0
2008-09-04,2475,2529,2475,2529,0
2008-09-08,2540,2540,2508,2508,0
2008-09-08,2440,2440,2391,2398,0
2008-09-09,2420,2420,2380,2380,0
2008-09-10,2362,2367,2355,2367,0
2008-09-11,2350,2434,2350,2434,0
2008-09-15,2330,2330,2300,2325,0
2008-09-15,2200,2250,2190,2250,0
2008-09-16,2210,2210,2175,2175,0
2008-09-17,2118,2293,2118,2293,0
2008-09-18,2350,2360,2350,2360,0
2008-09-22,2300,2420,2300,2416,0
2008-09-22,2473,2473,2363,2385,0
2008-09-23,2380,2393,2380,2393,0
2008-09-24,2375,2385,2330,2353,0
2008-09-25,2356,2356,2356,2356,0
2008-09-29,2340,2345,2174,2174,0
2008-09-29,2060,2150,2060,2150,0
2008-10-02,2000,2058,1990,2058,0
2008-10-06,1905,1905,1830,1855,0
2008-10-06,1900,1900,1850,1885,0
2008-10-07,1845,1845,1795,1795,0
2008-10-08,1888,1888,1888,1888,0
2008-10-09,1780,1795,1780,1795,0
2008-10-13,1785,1860,1770,1860,0
2008-10-13,1900,1905,1844,1844,0
2008-10-14,1790,1790,1772,1772,0
2008-10-15,1683,1690,1640,1690,0
2008-10-16,1686,1686,1686,1686,0
2008-10-20,1726,1726,1726,1726,0
2008-10-20,1700,1710,1693,1693,0
2008-10-21,1635,1635,1590,1612,0
2008-10-22,1530,1601,1530,1601,0
2008-10-23,1520,1520,1420,1420,0
2008-10-28,1438,1468,1430,1468,0
2008-10-29,1550,1610,1550,1610,0
2008-10-30,1555,1555,1555,1555,0
2008-11-03,1703,1703,1703,1703,0
2008-11-03,1608,1608,1608,1608,0
2008-11-04,1685,1687,1649,1649,0
2008-11-05,1649,1649,1649,1649,0
2008-11-06,1649,1649,1649,1649,0
2008-11-10,1649,1649,1649,1649,0
2008-11-10,1624,1624,1624,1624,0
2008-11-11,1624,1624,1624,1624,0
2008-11-12,1512,1512,1512,1512,0
2008-11-13,1500,1500,1490,1490,0
2008-11-17,1450,1460,1440,1460,0
2008-11-17,1460,1465,1460,1465,0
2008-11-18,1482,1505,1482,1505,0
2008-11-19,1485,1500,1485,1500,0
2008-11-20,1490,1490,1472,1472,0
2008-11-24,1510,1510,1510,1510,0
2008-11-24,1555,1570,1547,1547,0
2008-11-25,1625,1635,1625,1635,0
2008-11-26,1680,1680,1680,1680,0
2008-11-27,1730,1730,1675,1675,0
2008-12-01,1665,1665,1665,1665,0
2008-12-01,1637,1637,1637,1637,0
2008-12-02,1566,1566,1566,1566,0
2008-12-03,1490,1490,1480,1482,0
2008-12-04,1510,1526,1509,1526,0
2008-12-09,1600,1630,1600,1615,0
2008-12-10,1635,1650,1630,1643,0
2008-12-11,1615,1615,1615,1615,0
2008-12-15,1605,1605,1605,1605,0
2008-12-15,1555,1555,1555,1555,0
2008-12-16,1594,1594,1594,1594,0
2008-12-17,1575,1576,1559,1559,0
2008-12-18,1545,1546,1544,1544,0
2008-12-22,1580,1605,1580,1591,0
2008-12-22,1534,1534,1534,1534,0
2008-12-23,1564,1564,1564,1564,0
2008-12-25,1593,1593,1593,1593,0
2008-12-29,1679,1679,1679,1679,0
2008-12-30,1660,1698,1660,1698,0
2009-01-01,1750,1750,1745,1745,0
2009-01-05,1780,1851,1780,1851,0
2009-01-05,1974,1974,1974,1974,0
2009-01-06,2030,2030,1980,1980,0
2009-01-07,1873,1873,1873,1873,0
2009-01-08,1920,1929,1900,1913,0
2009-01-12,1974,1977,1974,1977,0
2009-01-12,1835,1852,1835,1850,0
2009-01-13,1870,1870,1870,1870,0
2009-01-14,1828,1828,1802,1819,0
2009-01-15,1825,1835,1796,1835,0
2009-01-19,1850,1870,1850,1853,0
2009-01-19,1835,1840,1820,1823,0
2009-01-20,1794,1794,1794,1794,0
2009-01-21,1830,1869,1830,1869,0
2009-01-22,1824,1824,1824,1824,0
2009-01-27,1774,1774,1774,1774,0
2009-01-28,1767,1767,1767,1767,0
2009-01-29,1755,1790,1740,1790,0
2009-02-02,1768,1795,1768,1795,0
2009-02-03,1834,1834,1834,1834,0
2009-02-04,1830,1860,1825,1860,0
2009-02-05,1860,1887,1850,1887,0
2009-02-09,1935,1950,1915,1950,0
2009-02-10,1929,1949,1910,1910,0
2009-02-11,1900,1908,1900,1905,0
2009-02-12,1945,1989,1944,1989,0
2009-02-16,1980,1990,1912,1912,0
2009-02-16,1925,1925,1885,1885,0
2009-02-17,1860,1943,1838,1860,0
2009-02-18,1850,1885,1830,1854,0
2009-02-19,1864,1882,1825,1825,0
2009-02-23,1825,1866,1825,1840,0
2009-02-23,1850,1850,1850,1850,0
2009-02-24,1878,1879,1870,1870,0
2009-02-25,1870,1880,1865,1865,0
2009-02-26,1857,1885,1844,1865,0
2009-03-02,1866,1871,1835,1835,0
2009-03-02,1815,1819,1791,1791,0
2009-03-03,1815,1851,1800,1845,0
2009-03-04,1845,1865,1834,1853,0
2009-03-05,1850,1892,1840,1888,0
2009-03-09,1932,1945,1922,1922,0
2009-03-10,1925,1950,1900,1900,0
2009-03-11,1900,1903,1845,1850,0
2009-03-12,1879,1920,1872,1913,0
2009-03-16,1908,1915,1863,1863,0
2009-03-16,1899,1899,1870,1875,0
2009-03-17,1886,1897,1860,1860,0
2009-03-18,1889,1895,1848,1882,0
2009-03-19,1877,1940,1870,1934,0
2009-03-23,1968,2009,1963,1980,0
2009-03-23,1980,1983,1941,1950,0
2009-03-24,1948,2000,1928,1948,0
2009-03-25,1980,2019,1958,2019,0
2009-03-26,2011,2012,1965,1997,0
2009-03-30,1950,1976,1932,1937,0
2009-03-30,1951,1970,1942,1970,0
2009-03-31,2000,2035,1978,2035,0
2009-04-01,2042,2128,2024,2120,0
2009-04-02,2088,2139,2082,2128,0
2009-04-06,2155,2155,2085,2099,0
2009-04-06,2159,2159,2081,2135,0
2009-04-07,2120,2131,2106,2118,0
2009-04-09,2219,2250,2190,2249,0
2009-04-13,2249,2332,2242,2290,0
2009-04-13,2300,2439,2268,2438,0
2009-04-14,2425,2488,2390,2398,0
2009-04-15,2425,2443,2347,2358,0
2009-04-16,2355,2446,2322,2435,0
2009-04-20,2420,2501,2393,2446,0
2009-04-20,2390,2442,2377,2435,0
2009-04-21,2469,2481,2423,2475,0
2009-04-22,2467,2586,2455,2580,0
2009-04-23,2555,2648,2535,2585,0
2009-04-27,2500,2514,2471,2481,0
2009-04-27,2490,2530,2422,2456,0
2009-04-28,2479,2490,2413,2480,0
2009-04-29,2511,2618,2501,2595,0
2009-05-04,2690,2798,2679,2702,0
2009-05-04,2667,2731,2603,2625,0
2009-05-05,2625,2698,2620,2680,0
2009-05-06,2715,2730,2650,2680,0
2009-05-07,2666,2715,2656,2685,0
2009-05-11,2660,2745,2651,2660,0
2009-05-11,2680,2736,2678,2725,0
2009-05-12,2755,2799,2738,2789,0
2009-05-13,2740,2759,2684,2684,0
2009-05-14,2720,2753,2655,2665,0
2009-05-18,2620,2645,2565,2630,0
2009-05-18,2653,2708,2652,2684,0
2009-05-19,2690,2695,2635,2655,0
2009-05-20,2662,2671,2522,2525,0
2009-05-21,2580,2596,2528,2553,0
2009-05-25,2544,2556,2475,2475,0
2009-05-25,2449,2493,2379,2425,0
2009-05-26,2438,2532,2438,2523,0
2009-05-27,2529,2544,2478,2541,0
2009-05-28,2530,2611,2530,2570,0
2009-06-01,2642,2671,2625,2659,0
2009-06-01,2668,2676,2614,2627,0
2009-06-02,2622,2630,2591,2597,0
2009-06-03,2576,2585,2545,2585,0
2009-06-04,2616,2620,2526,2526,0
2009-06-08,2503,2533,2464,2469,0
2009-06-08,2494,2509,2450,2465,0
2009-06-09,2486,2502,2455,2502,0
2009-06-10,2477,2518,2472,2489,0
2009-06-11,2493,2501,2450,2478,0
2009-06-15,2455,2460,2400,2425,0
2009-06-15,2410,2446,2385,2425,0
2009-06-16,2405,2435,2392,2402,0
2009-06-17,2400,2420,2311,2311,0
2009-06-18,2330,2345,2307,2315,0
2009-06-22,2275,2275,2180,2187,0
2009-06-22,2110,2315,2110,2315,0
2009-06-23,2277,2294,2270,2280,0
2009-06-24,2320,2366,2315,2362,0
2009-06-25,2344,2367,2325,2345,0
2009-06-29,2298,2300,2270,2275,0
2009-06-29,2300,2304,2230,2244,0
2009-06-30,2250,2280,2250,2279,0
2009-07-01,2265,2265,2180,2195,0
2009-07-02,2140,2145,2100,2100,0
2009-07-06,2145,2165,2139,2139,0
2009-07-06,2145,2145,2075,2075,0
2009-07-07,2017,2017,2010,2010,0
2009-07-08,2031,2060,2030,2060,0
2009-07-09,2035,2035,2035,2035,0
2009-07-13,2010,2010,2010,2010,0
2009-07-13,2045,2045,2045,2045,0
2009-07-14,2045,2045,2045,2045,0
