Timestamp (UTC),Open,High,Low,Close,FCPO Apr09: Volume
2008-10-15,1665,1669,1660,1669,0
2008-10-16,1670,1690,1665,1665,0
2008-10-20,1720,1720,1705,1705,0
2008-10-20,1671,1671,1671,1671,0
2008-10-21,1590,1590,1590,1590,0
2008-10-22,1515,1572,1499,1572,0
2008-10-23,1515,1515,1400,1407,0
2008-10-28,1429,1455,1410,1455,0
2008-10-29,1586,1586,1586,1586,0
2008-10-30,1540,1540,1537,1537,0
2008-11-03,1691,1691,1690,1690,0
2008-11-03,1610,1610,1580,1595,0
2008-11-04,1635,1635,1635,1635,0
2008-11-05,1595,1595,1580,1580,0
2008-11-06,1580,1580,1580,1580,0
2008-11-10,1580,1580,1580,1580,0
2008-11-10,1580,1589,1580,1589,0
2008-11-11,1550,1550,1545,1545,0
2008-11-12,1470,1500,1450,1477,0
2008-11-13,1506,1506,1459,1467,0
2008-11-17,1460,1460,1430,1439,0
2008-11-17,1437,1437,1437,1437,0
2008-11-18,1437,1437,1437,1437,0
2008-11-19,1450,1482,1450,1482,0
2008-11-20,1420,1462,1415,1462,0
2008-11-24,1490,1500,1480,1489,0
2008-11-24,1537,1540,1527,1530,0
2008-11-25,1572,1615,1572,1615,0
2008-11-26,1620,1680,1620,1680,0
2008-11-27,1693,1693,1650,1650,0
2008-12-01,1640,1640,1627,1627,0
2008-12-01,1580,1620,1568,1616,0
2008-12-02,1593,1680,1537,1545,0
2008-12-03,1550,1555,1461,1461,0
2008-12-04,1405,1510,1403,1505,0
2008-12-09,1580,1610,1580,1594,0
2008-12-10,1635,1655,1635,1638,0
2008-12-11,1615,1615,1573,1590,0
2008-12-15,1626,1626,1580,1580,0
2008-12-15,1552,1570,1535,1545,0
2008-12-16,1560,1588,1550,1585,0
2008-12-17,1545,1575,1545,1550,0
2008-12-18,1538,1550,1515,1537,0
2008-12-22,1576,1595,1572,1585,0
2008-12-22,1569,1570,1531,1531,0
2008-12-23,1539,1564,1538,1561,0
2008-12-25,1564,1594,1564,1590,0
2008-12-29,1640,1670,1637,1670,0
2008-12-30,1643,1692,1640,1692,0
2009-01-01,1711,1745,1708,1739,0
2009-01-05,1746,1845,1743,1845,0
2009-01-05,1878,1977,1840,1976,0
2009-01-06,2020,2052,1869,1982,0
2009-01-07,1901,1915,1860,1875,0
2009-01-08,1908,1946,1900,1915,0
2009-01-12,1955,1995,1952,1995,0
2009-01-12,1901,1911,1797,1865,0
2009-01-13,1861,1895,1861,1885,0
2009-01-14,1820,1843,1802,1805,0
2009-01-15,1835,1840,1790,1833,0
2009-01-19,1850,1872,1833,1859,0
2009-01-19,1818,1850,1799,1827,0
2009-01-20,1810,1828,1792,1809,0
2009-01-21,1834,1881,1822,1870,0
2009-01-22,1840,1879,1825,1830,0
2009-01-27,1800,1815,1770,1782,0
2009-01-28,1786,1786,1739,1745,0
2009-01-29,1745,1787,1720,1779,0
2009-02-02,1762,1790,1741,1788,0
2009-02-03,1802,1852,1798,1845,0
2009-02-04,1837,1880,1812,1879,0
2009-02-05,1908,1908,1854,1880,0
2009-02-09,1920,1969,1907,1969,0
2009-02-10,1940,1967,1916,1925,0
2009-02-11,1915,1945,1907,1928,0
2009-02-12,1937,2000,1931,1995,0
2009-02-16,1999,2024,1927,1928,0
2009-02-16,1907,1942,1901,1910,0
2009-02-17,1855,1895,1851,1884,0
2009-02-18,1874,1901,1842,1875,0
2009-02-19,1895,1898,1840,1840,0
2009-02-23,1863,1902,1850,1866,0
2009-02-23,1874,1889,1843,1885,0
2009-02-24,1899,1926,1898,1911,0
2009-02-25,1940,1940,1900,1908,0
2009-02-26,1886,1932,1886,1909,0
2009-03-02,1890,1915,1889,1900,0
2009-03-02,1878,1900,1865,1900,0
2009-03-03,1903,1946,1891,1942,0
2009-03-04,1942,1962,1932,1950,0
2009-03-05,1944,1998,1940,1995,0
2009-03-09,2028,2056,2028,2040,0
2009-03-10,2035,2078,2005,2005,0
2009-03-11,2007,2019,1962,1968,0
2009-03-12,1991,2022,1977,2022,0
2009-03-16,2012,2040,2007,2008,0
2009-03-16,2033,2041,2019,2030,0
2009-03-17,2040,2043,2020,2021,0
2009-03-18,2042,2042,2003,2015,0
2009-03-19,2028,2080,2025,2073,0
2009-03-23,2114,2131,2102,2120,0
2009-03-23,2103,2116,2072,2072,0
2009-03-24,2070,2078,2057,2062,0
2009-03-25,2070,2130,2065,2130,0
2009-03-26,2120,2124,2100,2112,0
2009-03-30,2091,2105,2075,2081,0
2009-03-30,2118,2119,2086,2103,0
2009-03-31,2120,2166,2120,2166,0
2009-04-01,2170,2272,2169,2272,0
2009-04-02,2260,2283,2260,2281,0
2009-04-06,2298,2299,2245,2251,0
2009-04-06,2283,2298,2250,2296,0
2009-04-07,2279,2281,2274,2281,0
2009-04-09,2410,2417,2380,2417,0
2009-04-13,2462,2509,2455,2455,0
2009-04-13,2430,2560,2430,2560,0
2009-04-14,2575,2585,2570,2580,0
