Timestamp (UTC),Open,High,Low,Close,FCPO Aug09: Volume
2009-02-16,1980,1980,1912,1912,0
2009-02-16,1885,1885,1885,1885,0
2009-02-17,1860,1860,1860,1860,0
2009-02-18,1840,1854,1840,1854,0
2009-02-19,1825,1825,1825,1825,0
2009-02-23,1840,1840,1840,1840,0
2009-02-23,1850,1850,1850,1850,0
2009-02-24,1870,1870,1870,1870,0
2009-02-25,1865,1865,1865,1865,0
2009-02-26,1865,1865,1865,1865,0
2009-03-02,1835,1835,1835,1835,0
2009-03-02,1801,1801,1790,1791,0
2009-03-03,1840,1845,1833,1845,0
2009-03-04,1853,1853,1853,1853,0
2009-03-05,1869,1888,1869,1888,0
2009-03-09,1922,1922,1922,1922,0
2009-03-10,1900,1900,1900,1900,0
2009-03-11,1870,1870,1840,1840,0
2009-03-12,1895,1910,1890,1900,0
2009-03-16,1850,1850,1850,1850,0
2009-03-16,1848,1865,1848,1865,0
2009-03-17,1865,1876,1845,1845,0
2009-03-18,1842,1867,1821,1867,0
2009-03-19,1862,1915,1849,1905,0
2009-03-23,1970,1995,1950,1962,0
2009-03-23,1970,1970,1925,1936,0
2009-03-24,1940,1940,1920,1932,0
2009-03-25,1960,1995,1955,1995,0
2009-03-26,1980,1983,1978,1983,0
2009-03-30,1965,1965,1918,1923,0
2009-03-30,1923,1945,1923,1945,0
2009-03-31,1971,2011,1950,2011,0
2009-04-01,2020,2108,2003,2096,0
2009-04-02,2069,2107,2068,2095,0
2009-04-06,2115,2115,2056,2070,0
2009-04-06,2055,2124,2051,2104,0
2009-04-07,2089,2095,2075,2081,0
2009-04-09,2193,2214,2185,2211,0
2009-04-13,2230,2299,2230,2252,0
2009-04-13,2250,2415,2235,2415,0
2009-04-14,2380,2440,2365,2370,0
2009-04-15,2394,2401,2309,2316,0
2009-04-16,2303,2399,2279,2384,0
2009-04-20,2356,2445,2344,2395,0
2009-04-20,2339,2385,2323,2373,0
2009-04-21,2414,2610,2373,2610,0
2009-04-22,2417,2522,2396,2520,0
2009-04-23,2495,2583,2475,2523,0
2009-04-27,2435,2451,2405,2418,0
2009-04-27,2408,2465,2360,2393,0
2009-04-28,2403,2421,2350,2397,0
2009-04-29,2445,2553,2438,2535,0
2009-05-04,2628,2740,2625,2641,0
2009-05-04,2600,2674,2547,2570,0
2009-05-05,2570,2636,2570,2625,0
2009-05-06,2665,2673,2603,2620,0
2009-05-07,2605,2655,2600,2625,0
2009-05-11,2610,2685,2594,2605,0
2009-05-11,2624,2679,2620,2670,0
2009-05-12,2700,2747,2685,2735,0
2009-05-13,2688,2708,2648,2655,0
2009-05-14,2680,2706,2605,2612,0
2009-05-18,2560,2603,2513,2570,0
2009-05-18,2607,2665,2605,2630,0
2009-05-19,2644,2656,2588,2602,0
2009-05-20,2609,2626,2480,2499,0
2009-05-21,2540,2559,2494,2521,0
2009-05-25,2516,2531,2445,2445,0
2009-05-25,2449,2469,2350,2430,0
2009-05-26,2425,2507,2422,2505,0
2009-05-27,2506,2525,2440,2505,0
2009-05-28,2513,2585,2492,2560,0
2009-06-01,2609,2647,2594,2625,0
2009-06-01,2638,2651,2586,2598,0
2009-06-02,2601,2606,2565,2575,0
2009-06-03,2553,2578,2525,2569,0
2009-06-04,2602,2611,2520,2520,0
2009-06-08,2520,2526,2454,2460,0
2009-06-08,2480,2504,2441,2465,0
2009-06-09,2485,2501,2451,2501,0
2009-06-10,2471,2519,2467,2485,0
2009-06-11,2501,2501,2445,2465,0
2009-06-15,2450,2452,2375,2400,0
2009-06-15,2396,2430,2369,2405,0
2009-06-16,2403,2418,2371,2380,0
2009-06-17,2375,2391,2287,2300,0
2009-06-18,2302,2320,2276,2286,0
2009-06-22,2245,2263,2155,2158,0
2009-06-22,2142,2302,2142,2298,0
2009-06-23,2268,2273,2238,2255,0
2009-06-24,2265,2346,2265,2342,0
2009-06-25,2338,2353,2301,2325,0
2009-06-29,2292,2292,2250,2270,0
2009-06-29,2297,2297,2214,2225,0
2009-06-30,2240,2273,2220,2260,0
2009-07-01,2256,2256,2175,2190,0
2009-07-02,2147,2190,2092,2190,0
2009-07-06,2130,2152,2108,2134,0
2009-07-06,2130,2130,2061,2070,0
2009-07-07,1999,2010,1985,2005,0
2009-07-08,2010,2055,2009,2055,0
2009-07-09,2053,2063,2021,2030,0
2009-07-13,2010,2042,1975,2005,0
2009-07-13,2040,2080,2040,2040,0
2009-07-14,2070,2130,2069,2115,0
2009-07-15,2090,2120,2063,2063,0
2009-07-16,2077,2133,2073,2133,0
2009-07-20,2175,2200,2170,2190,0
2009-07-20,2185,2188,2165,2180,0
2009-07-21,2164,2164,2120,2120,0
2009-07-22,2138,2161,2129,2146,0
2009-07-23,2133,2169,2113,2159,0
2009-07-27,2145,2149,2130,2149,0
2009-07-27,2160,2189,2160,2188,0
2009-07-28,2155,2185,2155,2185,0
2009-07-29,2175,2232,2175,2230,0
2009-07-30,2320,2320,2274,2274,0
2009-08-03,2360,2360,2320,2340,0
2009-08-03,2370,2390,2360,2360,0
2009-08-04,2372,2372,2345,2370,0
2009-08-05,2360,2363,2360,2363,0
2009-08-06,2370,2378,2370,2378,0
2009-08-10,2435,2440,2435,2440,0
2009-08-10,2430,2500,2430,2500,0
2009-08-11,2495,2495,2495,2495,0
2009-08-12,2520,2520,2520,2520,0
2009-08-13,2500,2500,2500,2500,0
