Timestamp (UTC),Open,High,Low,Close,FCPO Jan11: Volume
2009-01-15,1793,1846,1793,1846,0
2009-01-19,1864,1864,1864,1864,0
2009-01-19,1857,1857,1857,1857,0
2009-01-20,1828,1828,1828,1828,0
2009-01-21,1882,1882,1882,1882,0
2009-01-22,1853,1853,1853,1853,0
2009-01-27,1803,1803,1803,1803,0
2009-01-28,1775,1775,1775,1775,0
2009-01-29,1812,1812,1812,1812,0
2009-02-02,1817,1817,1817,1817,0
2009-02-03,1832,1832,1832,1832,0
2009-02-04,1832,1832,1832,1832,0
2009-02-05,1888,1888,1888,1888,0
2009-02-09,1939,1939,1939,1939,0
2009-02-10,1899,1899,1899,1899,0
2009-02-11,1843,1843,1843,1843,0
2009-02-12,1950,1950,1950,1950,0
2009-02-16,1876,1876,1876,1876,0
2009-02-16,1849,1849,1849,1849,0
2009-02-17,1840,1840,1840,1840,0
2009-02-18,1840,1840,1840,1840,0
2009-02-19,1860,1860,1813,1813,0
2009-02-23,1835,1835,1835,1835,0
2009-02-23,1869,1869,1869,1869,0
2009-02-24,1809,1809,1809,1809,0
2009-02-25,1850,1860,1850,1860,0
2009-02-26,1889,1889,1889,1889,0
2009-03-02,1844,1844,1844,1844,0
2009-03-02,1804,1804,1804,1804,0
2009-03-03,1811,1811,1811,1811,0
2009-03-04,1854,1854,1854,1854,0
2009-03-05,1904,1904,1904,1904,0
2009-03-10,1882,1882,1882,1882,0
2009-03-11,1822,1822,1822,1822,0
2009-03-12,1914,1914,1914,1914,0
2009-03-16,1828,1828,1828,1828,0
2009-03-16,1828,1828,1828,1828,0
2009-03-17,1840,1850,1830,1830,0
2009-03-18,1835,1835,1835,1835,0
2009-03-19,1835,1835,1835,1835,0
2009-03-23,1990,1990,1970,1970,0
2009-03-23,1965,1965,1965,1965,0
2009-03-24,1965,1965,1965,1965,0
2009-03-25,2000,2000,2000,2000,0
2009-03-26,1980,1994,1975,1994,0
2009-03-30,1945,1945,1945,1945,0
2009-03-30,1940,1940,1940,1940,0
2009-03-31,2015,2015,2015,2015,0
2009-04-01,2115,2115,2115,2115,0
2009-04-02,2069,2069,2069,2069,0
2009-04-06,2071,2071,2071,2071,0
2009-04-06,2120,2120,2120,2120,0
2009-04-07,2110,2110,2110,2110,0
2009-04-09,2211,2211,2211,2211,0
2009-04-13,2279,2279,2279,2279,0
2009-04-13,2429,2429,2429,2429,0
2009-04-14,2399,2399,2399,2399,0
2009-04-15,2359,2359,2359,2359,0
2009-04-16,2389,2389,2389,2389,0
2009-04-20,2344,2344,2344,2344,0
2009-04-20,2354,2354,2354,2354,0
2009-04-21,2384,2384,2384,2384,0
2009-04-22,2395,2464,2395,2464,0
2009-04-23,2480,2480,2480,2480,0
2009-04-27,2359,2359,2359,2359,0
2009-04-27,2334,2334,2334,2334,0
2009-04-28,2341,2341,2341,2341,0
2009-04-29,2489,2489,2489,2489,0
2009-05-04,2594,2594,2594,2594,0
2009-05-04,2509,2509,2509,2509,0
2009-05-05,2564,2564,2564,2564,0
2009-05-06,2559,2559,2559,2559,0
2009-05-07,2539,2539,2539,2539,0
2009-05-11,2539,2539,2539,2539,0
2009-05-11,2593,2604,2593,2604,0
2009-05-12,2630,2630,2630,2630,0
2009-05-13,2565,2565,2565,2565,0
2009-05-14,2544,2544,2544,2544,0
2009-05-18,2520,2520,2520,2520,0
2009-05-18,2580,2580,2580,2580,0
2009-05-19,2540,2540,2540,2540,0
2009-05-20,2440,2440,2440,2440,0
2009-05-21,2474,2474,2474,2474,0
2009-05-25,2410,2410,2410,2410,0
2009-05-25,2355,2355,2355,2355,0
2009-05-26,2485,2485,2485,2485,0
2009-05-27,2469,2469,2469,2469,0
2009-05-28,2539,2539,2539,2539,0
2009-06-01,2583,2583,2583,2583,0
2009-06-01,2558,2558,2558,2558,0
2009-06-02,2554,2554,2554,2554,0
2009-06-03,2540,2540,2540,2540,0
2009-06-04,2515,2515,2515,2515,0
2009-06-08,2455,2455,2455,2455,0
2009-06-09,2460,2460,2460,2460,0
2009-06-10,2500,2500,2500,2500,0
2009-06-11,2455,2455,2455,2455,0
