Timestamp (UTC),Open,High,Low,Close,FCPO Apr11: Volume
2010-10-18,2900,2900,2885,2893,0
2010-10-18,2913,2924,2913,2920,0
2010-10-19,2910,2976,2910,2976,0
2010-10-20,2999,3000,2985,2985,0
2010-10-21,2981,3000,2981,3000,0
2010-10-25,3058,3080,3058,3063,0
2010-10-25,3050,3051,3038,3051,0
2010-10-26,3030,3040,3022,3040,0
2010-10-27,3049,3087,3048,3087,0
2010-10-28,3067,3070,3055,3060,0
2010-11-01,3080,3092,3079,3089,0
2010-11-01,3083,3103,3078,3089,0
2010-11-02,3101,3102,3087,3087,0
2010-11-03,3110,3201,3110,3189,0
2010-11-08,3313,3320,3268,3268,0
2010-11-08,3309,3365,3309,3363,0
2010-11-09,3390,3390,3349,3390,0
2010-11-10,3394,3438,3388,3394,0
2010-11-11,3307,3350,3270,3350,0
2010-11-15,3320,3361,3282,3360,0
2010-11-15,3363,3363,3250,3250,0
2010-11-17,3158,3301,3105,3301,0
2010-11-18,3284,3340,3266,3312,0
2010-11-22,3265,3265,3151,3158,0
2010-11-22,3142,3184,3064,3075,0
2010-11-23,3145,3160,3124,3137,0
2010-11-24,3214,3235,3200,3234,0
2010-11-25,3218,3224,3194,3223,0
2010-11-29,3270,3348,3270,3340,0
2010-11-29,3359,3412,3310,3379,0
2010-11-30,3416,3440,3412,3422,0
2010-12-01,3450,3466,3428,3428,0
2010-12-02,3455,3459,3427,3437,0
2010-12-06,3479,3534,3478,3521,0
2010-12-07,3510,3520,3460,3511,0
2010-12-08,3553,3555,3506,3506,0
2010-12-09,3496,3545,3494,3539,0
2010-12-13,3551,3625,3549,3610,0
2010-12-13,3630,3646,3545,3550,0
2010-12-14,3564,3590,3521,3568,0
2010-12-15,3557,3574,3533,3539,0
2010-12-16,3565,3570,3449,3451,0
2010-12-20,3530,3533,3465,3491,0
2010-12-20,3522,3549,3520,3533,0
2010-12-21,3569,3610,3560,3593,0
2010-12-22,3630,3651,3618,3638,0
2010-12-23,3636,3652,3626,3646,0
2010-12-27,3640,3735,3637,3728,0
2010-12-27,3755,3759,3733,3750,0
2010-12-28,3740,3743,3698,3705,0
2010-12-29,3707,3768,3684,3768,0
2010-12-30,3768,3768,3768,3768,0
2011-01-03,3829,3840,3802,3834,0
2011-01-03,3810,3879,3785,3862,0
2011-01-04,3793,3822,3765,3783,0
2011-01-05,3863,3870,3817,3833,0
2011-01-06,3815,3815,3722,3735,0
2011-01-10,3750,3770,3692,3696,0
2011-01-10,3720,3727,3666,3674,0
2011-01-11,3691,3701,3588,3613,0
2011-01-12,3687,3687,3617,3655,0
2011-01-13,3633,3687,3629,3643,0
2011-01-17,3657,3685,3618,3650,0
2011-01-17,3611,3676,3610,3670,0
2011-01-18,3698,3735,3693,3732,0
2011-01-20,3718,3797,3708,3748,0
2011-01-24,3821,3836,3748,3751,0
2011-01-24,3714,3743,3690,3703,0
2011-01-25,3630,3697,3622,3670,0
2011-01-26,3707,3723,3655,3685,0
2011-01-27,3695,3716,3675,3700,0
2011-01-31,3732,3809,3730,3809,0
2011-02-07,3914,3915,3861,3868,0
2011-02-07,3854,3890,3816,3890,0
2011-02-08,3886,3948,3874,3931,0
2011-02-09,3967,3967,3889,3926,0
2011-02-10,3900,3963,3894,3955,0
2011-02-14,3919,3954,3914,3933,0
2011-02-15,3850,3868,3782,3790,0
2011-02-16,3810,3821,3694,3781,0
2011-02-17,3829,3833,3708,3734,0
2011-02-21,3661,3726,3661,3707,0
2011-02-21,3730,3751,3690,3718,0
2011-02-22,3585,3601,3544,3552,0
2011-02-23,3585,3585,3365,3480,0
2011-02-24,3459,3560,3459,3542,0
2011-02-28,3594,3617,3495,3509,0
2011-02-28,3528,3592,3489,3578,0
2011-03-01,3599,3660,3561,3624,0
2011-03-02,3657,3670,3596,3630,0
2011-03-03,3640,3693,3640,3689,0
2011-03-07,3700,3730,3700,3730,0
2011-03-07,3652,3691,3613,3623,0
2011-03-08,3623,3638,3604,3618,0
2011-03-09,3542,3550,3480,3492,0
2011-03-10,3474,3514,3399,3399,0
2011-03-14,3369,3380,3316,3363,0
2011-03-14,3342,3446,3288,3428,0
2011-03-15,3338,3410,3325,3400,0
2011-03-16,3373,3410,3370,3390,0
2011-03-17,3436,3499,3436,3499,0
2011-03-21,3508,3511,3470,3473,0
2011-03-21,3438,3445,3345,3360,0
2011-03-22,3410,3410,3345,3347,0
2011-03-23,3300,3323,3222,3323,0
2011-03-24,3360,3360,3283,3320,0
2011-03-28,3340,3340,3320,3335,0
2011-03-28,3300,3342,3292,3311,0
2011-03-29,3315,3360,3312,3360,0
2011-03-30,3380,3380,3366,3378,0
2011-03-31,3395,3405,3390,3393,0
2011-04-04,3415,3425,3415,3425,0
2011-04-04,3388,3410,3378,3409,0
2011-04-05,3415,3425,3405,3416,0
2011-04-06,3390,3390,3356,3375,0
2011-04-07,3400,3435,3400,3434,0
2011-04-11,3473,3487,3455,3455,0
2011-04-11,3409,3420,3395,3420,0
2011-04-12,3350,3390,3350,3385,0
2011-04-13,3345,3345,3345,3345,0
2011-04-14,3370,3370,3360,3360,0
